customer_id;invoice_date;age;gender;item Purchased;category;season;size;color
146;10/02/2019;15;Female;Jeans;Clothing;Summer;S;Silver
147;11/02/2019;52;Female;Gloves;Accessories;Spring;M;Peach
120;12/02/2019;10;Female;Hoodie;Clothing;Spring;XL;Teal
110;13/02/2019;34;Female;Sneakers;Footwear;Spring;L;White
150;14/02/2019;35;Female;Shorts;Clothing;Winter;M;Brown
151;15/02/2019;29;Female;Sweater;Clothing;Spring;L;Lavender
152;16/02/2019;59;Female;Jeans;Clothing;Summer;M;Indigo
153;17/02/2019;24;Female;Jacket;Outerwear;Summer;M;Yellow
154;18/02/2019;70;Female;Jewelry;Accessories;Summer;S;White
155;19/02/2019;29;Female;Backpack;Accessories;Winter;L;Violet
156;20/02/2019;67;Female;Coat;Outerwear;Winter;M;Lavender
157;21/02/2019;36;Female;Belt;Accessories;Spring;L;Olive
158;22/02/2019;23;Female;Sandals;Footwear;Fall;L;Beige
159;23/02/2019;18;Female;Sweater;Clothing;Spring;L;Purple
160;24/02/2019;53;Male;Shorts;Clothing;Winter;S;Teal
161;25/02/2019;32;Male;Socks;Clothing;Spring;S;Peach
162;26/02/2019;38;Male;Shirt;Clothing;Winter;M;Violet
163;27/02/2019;47;Male;Pants;Clothing;Fall;M;Purple
164;28/02/2019;46;Male;Scarf;Accessories;Spring;L;Teal
165;01/03/2019;66;Male;Sweater;Clothing;Winter;M;Gold
166;02/03/2019;14;Male;Jeans;Clothing;Winter;S;Teal
167;03/03/2019;43;Male;Pants;Clothing;Winter;M;Violet
168;04/03/2019;58;Male;Backpack;Accessories;Winter;L;Black
169;05/03/2019;21;Male;Coat;Outerwear;Winter;XL;Gold
430;06/03/2019;16;Male;Sandals;Footwear;Winter;M;Gold
431;07/03/2019;24;Male;Shirt;Clothing;Summer;M;Brown
432;08/03/2019;43;Male;Hat;Accessories;Winter;L;Cyan
433;09/03/2019;47;Male;Shirt;Clothing;Fall;S;Indigo
434;10/03/2019;10;Male;Skirt;Clothing;Fall;M;Orange
435;11/03/2019;50;Male;Shoes;Footwear;Spring;L;Pink
436;12/03/2019;51;Male;Coat;Outerwear;Winter;XL;Olive
437;13/03/2019;14;Male;Pants;Clothing;Summer;L;Cyan
438;14/03/2019;10;Male;Jewelry;Accessories;Summer;M;Peach
439;15/03/2019;52;Male;Belt;Accessories;Winter;M;Turquoise
154;16/03/2019;62;Male;Jacket;Outerwear;Summer;M;Turquoise
415;17/03/2019;20;Male;Shirt;Clothing;Winter;XL;Maroon
416;18/03/2019;43;Male;Hoodie;Clothing;Winter;M;Maroon
443;19/03/2019;29;Male;Sunglasses;Accessories;Fall;M;Olive
444;20/03/2019;22;Male;Sunglasses;Accessories;Summer;M;Magenta
150;21/03/2019;20;Male;Dress;Clothing;Summer;M;Red
446;22/03/2019;16;Male;Boots;Footwear;Fall;M;Olive
447;23/03/2019;19;Male;Shirt;Clothing;Summer;M;Silver
420;24/03/2019;60;Male;Shorts;Clothing;Spring;S;Turquoise
410;25/03/2019;32;Male;Gloves;Accessories;Summer;M;Yellow
100;26/03/2019;26;Male;Jewelry;Accessories;Summer;L;Peach
101;27/03/2019;25;Male;Boots;Footwear;Summer;L;Beige
102;28/03/2019;66;Male;Jewelry;Accessories;Summer;M;Pink
103;29/03/2019;10;Male;Pants;Clothing;Summer;M;Violet
104;30/03/2019;54;Male;Jewelry;Accessories;Winter;XL;Peach
105;31/03/2019;37;Male;Jacket;Outerwear;Summer;S;Gold
106;01/04/2019;54;Male;Blouse;Clothing;Fall;XL;Gold
107;02/04/2019;50;Male;Blouse;Clothing;Fall;S;Indigo
108;03/04/2019;25;Male;Gloves;Accessories;Spring;M;Blue
109;04/04/2019;47;Male;Shorts;Clothing;Winter;L;Black
460;05/04/2019;63;Male;Hat;Accessories;Winter;L;Black
461;06/04/2019;64;Male;Shoes;Footwear;Summer;L;Teal
462;07/04/2019;18;Male;Boots;Footwear;Winter;M;Yellow
463;08/04/2019;59;Male;Jacket;Outerwear;Fall;M;White
464;09/04/2019;37;Male;Jewelry;Accessories;Summer;S;Orange
465;10/04/2019;23;Male;Sunglasses;Accessories;Winter;M;Silver
466;11/04/2019;54;Male;Skirt;Clothing;Summer;M;Pink
467;12/04/2019;38;Male;Jeans;Clothing;Winter;L;Turquoise
468;13/04/2019;19;Male;Backpack;Accessories;Spring;S;Orange
469;14/04/2019;34;Male;Backpack;Accessories;Fall;S;Peach
470;15/04/2019;21;Male;Shorts;Clothing;Fall;L;Pink
471;16/04/2019;50;Male;Dress;Clothing;Summer;L;Teal
472;17/04/2019;55;Male;Scarf;Accessories;Winter;XL;White
473;18/04/2019;20;Male;Jeans;Clothing;Winter;L;Gray
474;19/04/2019;34;Male;Coat;Outerwear;Spring;L;Olive
475;20/04/2019;62;Male;Sweater;Clothing;Summer;XL;Maroon
476;21/04/2019;21;Male;Sneakers;Footwear;Summer;L;Magenta
477;22/04/2019;21;Male;Scarf;Accessories;Spring;M;Magenta
478;23/04/2019;16;Male;Sweater;Clothing;Summer;M;Green
479;24/04/2019;35;Male;Jewelry;Accessories;Winter;XL;Turquoise
200;25/04/2019;39;Male;Handbag;Accessories;Winter;L;Yellow
201;26/04/2019;68;Male;Hoodie;Clothing;Summer;M;Gray
202;27/04/2019;46;Male;Hat;Accessories;Fall;L;Peach
203;28/04/2019;15;Male;Belt;Accessories;Winter;M;Yellow
204;29/04/2019;23;Male;Hoodie;Clothing;Fall;M;White
205;30/04/2019;68;Male;Hat;Accessories;Summer;L;Lavender
206;01/05/2019;20;Male;Shoes;Footwear;Spring;S;Blue
207;02/05/2019;38;Male;Sandals;Footwear;Fall;M;Charcoal
208;03/05/2019;15;Male;Jacket;Outerwear;Winter;L;Red
209;04/05/2019;58;Male;Sweater;Clothing;Spring;L;Olive
100;05/05/2019;10;Male;Socks;Clothing;Summer;M;Green
101;06/05/2019;57;Male;Sneakers;Footwear;Winter;M;Silver
102;07/05/2019;10;Male;Coat;Outerwear;Summer;M;Silver
103;08/05/2019;50;Male;Shirt;Clothing;Fall;M;Black
104;09/05/2019;28;Male;Backpack;Accessories;Summer;XL;Red
105;10/05/2019;38;Male;Boots;Footwear;Winter;M;Indigo
106;11/05/2019;33;Male;Handbag;Accessories;Fall;XL;Cyan
107;12/05/2019;30;Male;Dress;Clothing;Fall;S;Maroon
108;13/05/2019;43;Male;Sneakers;Footwear;Winter;S;Silver
109;14/05/2019;43;Male;Boots;Footwear;Spring;M;Lavender
500;15/05/2019;36;Male;Shoes;Footwear;Winter;L;Silver
501;16/05/2019;36;Male;T shirt;Clothing;Fall;L;Purple
502;17/05/2019;64;Male;Boots;Footwear;Spring;M;Cyan
503;18/05/2019;59;Male;Pants;Clothing;Fall;S;Cyan
504;19/05/2019;55;Male;Shoes;Footwear;Summer;M;Lavender
505;20/05/2019;16;Male;Shoes;Footwear;Winter;M;Maroon
506;21/05/2019;61;Male;T shirt;Clothing;Spring;L;Gray
507;22/05/2019;28;Male;Scarf;Accessories;Fall;M;Olive
508;23/05/2019;65;Male;Shorts;Clothing;Spring;M;Magenta
509;24/05/2019;27;Male;Jewelry;Accessories;Winter;S;Yellow
510;25/05/2019;15;Male;T shirt;Clothing;Summer;L;Cyan
511;26/05/2019;21;Male;Shirt;Clothing;Fall;M;Teal
512;27/05/2019;61;Male;Shirt;Clothing;Fall;L;Yellow
513;28/05/2019;19;Male;Gloves;Accessories;Winter;L;Peach
514;29/05/2019;22;Male;Scarf;Accessories;Fall;M;Peach
515;30/05/2019;64;Male;Skirt;Clothing;Winter;S;Olive
516;31/05/2019;28;Male;Hat;Accessories;Spring;L;Charcoal
517;01/06/2019;34;Male;Hoodie;Clothing;Fall;L;Indigo
518;02/06/2019;61;Male;Boots;Footwear;Fall;L;Silver
519;03/06/2019;24;Male;Blouse;Clothing;Fall;M;Beige
520;04/06/2019;19;Male;Belt;Accessories;Summer;L;Blue
521;05/06/2019;51;Male;Sunglasses;Accessories;Spring;M;White
522;06/06/2019;36;Male;Shorts;Clothing;Winter;L;Gold
523;07/06/2019;65;Male;Gloves;Accessories;Spring;M;Blue
524;08/06/2019;46;Male;Sandals;Footwear;Spring;M;Orange
525;09/06/2019;59;Male;Shirt;Clothing;Summer;M;Gold
526;10/06/2019;51;Male;Coat;Outerwear;Spring;M;Cyan
527;11/06/2019;51;Male;Pants;Clothing;Winter;S;Red
528;12/06/2019;21;Male;T shirt;Clothing;Winter;L;Yellow
529;13/06/2019;34;Male;Sneakers;Footwear;Winter;S;Beige
530;14/06/2019;32;Male;Shorts;Clothing;Fall;M;Orange
531;15/06/2019;20;Male;Coat;Outerwear;Winter;XL;Magenta
532;16/06/2019;50;Male;Sandals;Footwear;Fall;L;Purple
533;17/06/2019;26;Male;Pants;Clothing;Winter;L;Black
534;18/06/2019;57;Male;Sandals;Footwear;Spring;L;Pink
535;19/06/2019;65;Male;Gloves;Accessories;Fall;L;Pink
536;20/06/2019;56;Male;T shirt;Clothing;Spring;L;Maroon
537;21/06/2019;44;Male;Jacket;Outerwear;Fall;S;Maroon
538;22/06/2019;50;Male;Blouse;Clothing;Summer;S;Turquoise
539;23/06/2019;27;Male;Socks;Clothing;Spring;XL;Green
514;24/06/2019;10;Male;Coat;Outerwear;Winter;M;Violet
515;25/06/2019;10;Male;Dress;Clothing;Spring;M;Lavender
516;26/06/2019;52;Male;Jacket;Outerwear;Fall;L;Gray
543;27/06/2019;27;Male;Boots;Footwear;Spring;XL;Teal
544;28/06/2019;53;Male;Skirt;Clothing;Spring;S;Red
510;29/06/2019;34;Male;Sandals;Footwear;Summer;S;Yellow
546;30/06/2019;33;Male;Coat;Outerwear;Summer;L;Magenta
547;01/07/2019;62;Male;Hoodie;Clothing;Winter;M;Brown
520;02/07/2019;38;Male;Jacket;Outerwear;Winter;M;Blue
510;03/07/2019;36;Male;Backpack;Accessories;Winter;M;Black
550;04/07/2019;31;Male;Backpack;Accessories;Fall;S;Olive
551;05/07/2019;62;Male;Belt;Accessories;Summer;M;Olive
552;06/07/2019;29;Male;Coat;Outerwear;Fall;XL;Green
553;07/07/2019;24;Male;T shirt;Clothing;Fall;M;Peach
554;08/07/2019;63;Male;Sunglasses;Accessories;Winter;M;White
555;09/07/2019;56;Male;Sneakers;Footwear;Summer;M;Red
556;10/07/2019;63;Male;Gloves;Accessories;Fall;M;White
557;11/07/2019;14;Male;Coat;Outerwear;Winter;L;Indigo
558;12/07/2019;18;Male;Shirt;Clothing;Spring;M;White
559;13/07/2019;50;Male;Sneakers;Footwear;Fall;L;Teal
560;14/07/2019;66;Male;Scarf;Accessories;Fall;M;Indigo
561;15/07/2019;25;Male;Jewelry;Accessories;Fall;L;Red
562;16/07/2019;65;Male;Jacket;Outerwear;Fall;M;Blue
563;17/07/2019;53;Male;Jeans;Clothing;Summer;M;Blue
564;18/07/2019;61;Male;Shoes;Footwear;Fall;M;Black
565;19/07/2019;67;Male;Hoodie;Clothing;Winter;M;Olive
566;20/07/2019;59;Male;Backpack;Accessories;Fall;L;Lavender
567;21/07/2019;55;Male;Sneakers;Footwear;Spring;M;Indigo
568;22/07/2019;21;Male;Blouse;Clothing;Winter;S;Red
569;23/07/2019;44;Male;Pants;Clothing;Summer;L;Red
570;24/07/2019;65;Male;Skirt;Clothing;Fall;M;Pink
571;25/07/2019;65;Male;T shirt;Clothing;Fall;XL;Purple
572;26/07/2019;54;Male;Jacket;Outerwear;Spring;XL;Cyan
573;27/07/2019;56;Male;Scarf;Accessories;Summer;XL;Cyan
574;28/07/2019;58;Male;Pants;Clothing;Summer;M;Charcoal
575;29/07/2019;54;Male;Sneakers;Footwear;Fall;L;Red
576;30/07/2019;58;Male;Jeans;Clothing;Fall;M;Peach
577;31/07/2019;20;Male;Hat;Accessories;Winter;M;Black
578;01/08/2019;19;Male;Skirt;Clothing;Fall;M;Black
579;02/08/2019;69;Male;Sandals;Footwear;Fall;M;Purple
580;03/08/2019;58;Male;Sandals;Footwear;Winter;M;Violet
581;04/08/2019;10;Male;Sweater;Clothing;Spring;M;Orange
582;05/08/2019;32;Male;Sweater;Clothing;Winter;XL;Charcoal
583;06/08/2019;14;Male;Jacket;Outerwear;Spring;L;Turquoise
584;07/08/2019;25;Male;Shorts;Clothing;Spring;L;Yellow
585;08/08/2019;70;Male;Socks;Clothing;Spring;M;White
586;09/08/2019;69;Male;Socks;Clothing;Fall;M;Gray
587;10/08/2019;10;Male;Hoodie;Clothing;Winter;S;Blue
588;11/08/2019;29;Male;Socks;Clothing;Fall;S;Maroon
589;12/08/2019;47;Male;Boots;Footwear;Fall;M;Violet
590;13/08/2019;28;Male;Shirt;Clothing;Fall;M;Orange
591;14/08/2019;64;Male;Belt;Accessories;Fall;S;Turquoise
592;15/08/2019;47;Male;Backpack;Accessories;Fall;L;Olive
593;16/08/2019;60;Male;Boots;Footwear;Fall;M;Brown
594;17/08/2019;67;Male;Coat;Outerwear;Winter;S;Green
595;18/08/2019;35;Male;Hoodie;Clothing;Winter;S;Brown
596;19/08/2019;30;Male;Shoes;Footwear;Summer;M;Silver
597;20/08/2019;23;Male;Shoes;Footwear;Summer;XL;White
598;21/08/2019;70;Male;Jewelry;Accessories;Summer;L;Gold
599;22/08/2019;21;Male;Dress;Clothing;Winter;L;Green
600;23/08/2019;51;Male;Boots;Footwear;Spring;L;Teal
601;24/08/2019;22;Male;Hat;Accessories;Spring;M;Charcoal
602;25/08/2019;32;Male;Backpack;Accessories;Summer;M;Maroon
603;26/08/2019;37;Male;Shoes;Footwear;Summer;L;Lavender
604;27/08/2019;31;Male;Handbag;Accessories;Winter;L;Green
605;28/08/2019;44;Male;Sunglasses;Accessories;Fall;S;Pink
606;29/08/2019;14;Male;Hat;Accessories;Winter;XL;Charcoal
607;30/08/2019;27;Male;Scarf;Accessories;Spring;M;Blue
608;31/08/2019;47;Male;Hoodie;Clothing;Fall;L;Purple
609;01/09/2019;15;Male;Backpack;Accessories;Fall;S;Gold
610;02/09/2019;51;Male;Sweater;Clothing;Fall;L;Purple
611;03/09/2019;53;Male;Shorts;Clothing;Summer;M;Charcoal
612;04/09/2019;43;Male;Scarf;Accessories;Winter;M;Black
613;05/09/2019;67;Male;Hat;Accessories;Fall;L;Lavender
614;06/09/2019;61;Male;Coat;Outerwear;Fall;L;Lavender
615;07/09/2019;68;Male;Jewelry;Accessories;Winter;M;Lavender
616;08/09/2019;67;Male;Sandals;Footwear;Summer;L;Olive
617;09/09/2019;29;Male;Gloves;Accessories;Spring;L;Teal
618;10/09/2019;50;Male;Backpack;Accessories;Fall;M;Maroon
619;11/09/2019;61;Male;Jacket;Outerwear;Spring;L;Cyan
620;12/09/2019;19;Male;Backpack;Accessories;Summer;M;Charcoal
621;13/09/2019;33;Male;Backpack;Accessories;Fall;M;Black
622;14/09/2019;51;Male;Sunglasses;Accessories;Fall;S;Red
623;15/09/2019;69;Male;Socks;Clothing;Spring;S;Peach
624;16/09/2019;19;Male;Shoes;Footwear;Fall;M;White
625;17/09/2019;55;Male;Pants;Clothing;Fall;XL;Pink
626;18/09/2019;10;Male;Jewelry;Accessories;Fall;M;Red
627;19/09/2019;31;Male;Sunglasses;Accessories;Spring;M;Indigo
628;20/09/2019;16;Male;Sandals;Footwear;Winter;L;Black
629;21/09/2019;69;Male;Sweater;Clothing;Fall;M;White
630;22/09/2019;26;Male;Shoes;Footwear;Spring;L;Beige
631;23/09/2019;15;Male;Jewelry;Accessories;Fall;S;Silver
632;24/09/2019;55;Male;Boots;Footwear;Summer;S;Violet
633;25/09/2019;35;Male;Backpack;Accessories;Winter;M;Red
634;26/09/2019;66;Male;Sandals;Footwear;Spring;M;Orange
635;27/09/2019;36;Male;Sneakers;Footwear;Summer;M;Teal
636;28/09/2019;27;Male;Hoodie;Clothing;Fall;M;Brown
637;29/09/2019;15;Male;Handbag;Accessories;Summer;M;Indigo
638;30/09/2019;21;Male;Sweater;Clothing;Winter;M;Cyan
639;01/10/2019;53;Male;Sandals;Footwear;Summer;S;Blue
614;02/10/2019;54;Male;Dress;Clothing;Spring;L;Olive
615;03/10/2019;53;Male;Skirt;Clothing;Summer;M;Gray
616;04/10/2019;47;Male;Blouse;Clothing;Winter;M;Red
643;05/10/2019;64;Male;Skirt;Clothing;Spring;L;Red
644;06/10/2019;18;Male;Sweater;Clothing;Winter;XL;Green
610;07/10/2019;68;Male;Backpack;Accessories;Summer;S;Blue
646;08/10/2019;62;Male;Hoodie;Clothing;Summer;S;Purple
647;09/10/2019;51;Male;Boots;Footwear;Spring;XL;Pink
620;10/10/2019;54;Male;Blouse;Clothing;Summer;XL;Charcoal
610;11/10/2019;22;Male;Hoodie;Clothing;Winter;M;Brown
650;12/10/2019;53;Male;Pants;Clothing;Spring;L;Orange
651;13/10/2019;34;Male;Gloves;Accessories;Spring;M;Magenta
652;14/10/2019;32;Male;Hat;Accessories;Summer;L;Yellow
653;15/10/2019;64;Male;Sunglasses;Accessories;Winter;M;Beige
654;16/10/2019;20;Male;Scarf;Accessories;Winter;M;Olive
655;17/10/2019;24;Male;Handbag;Accessories;Summer;L;Gray
656;18/10/2019;20;Male;Handbag;Accessories;Fall;S;Purple
657;19/10/2019;16;Male;Jeans;Clothing;Summer;M;Beige
658;20/10/2019;20;Male;Jacket;Outerwear;Winter;M;White
659;21/10/2019;62;Male;Backpack;Accessories;Fall;S;White
660;22/10/2019;62;Male;Shorts;Clothing;Spring;S;Gold
661;23/10/2019;50;Male;Coat;Outerwear;Fall;M;Olive
662;24/10/2019;57;Male;Shirt;Clothing;Fall;XL;Green
663;25/10/2019;24;Male;Gloves;Accessories;Fall;L;Magenta
664;26/10/2019;59;Male;Dress;Clothing;Fall;M;Charcoal
665;27/10/2019;63;Male;Pants;Clothing;Winter;M;Indigo
666;28/10/2019;15;Male;Pants;Clothing;Spring;M;Peach
667;29/10/2019;35;Male;Hoodie;Clothing;Winter;L;Turquoise
668;30/10/2019;34;Male;Sunglasses;Accessories;Winter;S;Blue
669;31/10/2019;10;Male;T shirt;Clothing;Fall;S;Turquoise
670;01/11/2019;43;Male;Jacket;Outerwear;Spring;M;Gray
671;02/11/2019;63;Male;Sweater;Clothing;Spring;XL;Purple
672;03/11/2019;38;Male;Jacket;Outerwear;Winter;L;Black
673;04/11/2019;59;Male;Socks;Clothing;Winter;M;Peach
674;05/11/2019;35;Male;Shirt;Clothing;Spring;M;Indigo
675;06/11/2019;20;Male;Jewelry;Accessories;Winter;XL;Beige
676;07/11/2019;64;Male;Sunglasses;Accessories;Spring;M;Yellow
677;08/11/2019;28;Male;Pants;Clothing;Winter;M;Peach
678;09/11/2019;60;Male;Socks;Clothing;Summer;S;Turquoise
679;10/11/2019;27;Male;Blouse;Clothing;Fall;M;Teal
680;11/11/2019;56;Male;Sandals;Footwear;Fall;M;Turquoise
681;12/11/2019;58;Male;Sneakers;Footwear;Spring;M;Magenta
682;13/11/2019;30;Male;Shirt;Clothing;Winter;XL;Purple
683;14/11/2019;23;Male;Jacket;Outerwear;Summer;M;Brown
684;15/11/2019;33;Male;Sandals;Footwear;Winter;S;Violet
685;16/11/2019;63;Male;Hat;Accessories;Summer;M;Yellow
686;17/11/2019;70;Male;Blouse;Clothing;Winter;XL;Magenta
687;18/11/2019;70;Male;Sweater;Clothing;Fall;L;Beige
688;19/11/2019;19;Male;Gloves;Accessories;Winter;XL;Turquoise
689;20/11/2019;25;Male;Scarf;Accessories;Summer;S;Peach
690;21/11/2019;19;Male;Hoodie;Clothing;Summer;M;Orange
691;22/11/2019;25;Male;Shorts;Clothing;Spring;XL;Red
692;23/11/2019;60;Male;Backpack;Accessories;Summer;L;Silver
693;24/11/2019;35;Male;Sunglasses;Accessories;Spring;M;Cyan
694;25/11/2019;46;Male;Shorts;Clothing;Spring;L;Turquoise
695;26/11/2019;15;Male;Dress;Clothing;Fall;S;Charcoal
696;27/11/2019;30;Male;Shorts;Clothing;Summer;XL;Peach
697;28/11/2019;44;Male;Belt;Accessories;Fall;L;Green
698;29/11/2019;61;Male;Scarf;Accessories;Summer;XL;Brown
699;30/11/2019;55;Male;Boots;Footwear;Winter;M;Yellow
700;01/12/2019;50;Male;Handbag;Accessories;Fall;M;Charcoal
701;02/12/2019;57;Male;Pants;Clothing;Winter;L;Olive
702;03/12/2019;51;Male;Boots;Footwear;Fall;L;Red
703;04/12/2019;18;Male;Shirt;Clothing;Winter;M;White
704;05/12/2019;63;Male;Dress;Clothing;Summer;L;Pink
705;06/12/2019;34;Male;Hoodie;Clothing;Spring;S;Black
706;07/12/2019;25;Male;Pants;Clothing;Summer;XL;Indigo
707;08/12/2019;46;Male;Jeans;Clothing;Summer;L;Turquoise
708;09/12/2019;59;Male;Shirt;Clothing;Spring;L;Purple
709;10/12/2019;37;Male;Backpack;Accessories;Summer;L;Beige
710;11/12/2019;10;Male;Jacket;Outerwear;Summer;L;Charcoal
711;12/12/2019;22;Male;Scarf;Accessories;Spring;L;Turquoise
712;13/12/2019;64;Male;Boots;Footwear;Spring;M;Maroon
713;14/12/2019;16;Male;Blouse;Clothing;Summer;XL;Black
714;15/12/2019;37;Male;Hoodie;Clothing;Summer;M;Lavender
715;16/12/2019;26;Male;Jacket;Outerwear;Fall;M;Magenta
716;17/12/2019;33;Male;Jeans;Clothing;Spring;L;Green
717;18/12/2019;30;Male;Jewelry;Accessories;Spring;M;Olive
718;19/12/2019;21;Female;Socks;Clothing;Spring;L;Green
719;20/12/2019;22;Female;Shirt;Clothing;Summer;M;Peach
720;21/12/2019;63;Female;Shorts;Clothing;Summer;L;Turquoise
721;22/12/2019;33;Female;Jewelry;Accessories;Fall;L;Orange
722;23/12/2019;43;Female;Blouse;Clothing;Summer;L;Silver
723;24/12/2019;27;Female;Sweater;Clothing;Summer;S;Blue
724;25/12/2019;35;Female;Jewelry;Accessories;Fall;L;Cyan
725;26/12/2019;37;Female;T shirt;Clothing;Fall;XL;Green
726;27/12/2019;61;Female;Hat;Accessories;Winter;L;Silver
727;28/12/2019;32;Female;Shorts;Clothing;Summer;L;Yellow
728;29/12/2019;62;Female;Sweater;Clothing;Winter;S;Gray
729;30/12/2019;29;Female;Jeans;Clothing;Winter;M;Pink
730;31/12/2019;15;Female;Sunglasses;Accessories;Summer;L;Beige
731;01/01/2020;20;Female;Boots;Footwear;Summer;M;Indigo
732;02/01/2020;43;Female;Coat;Outerwear;Spring;M;Red
733;03/01/2020;34;Female;Shirt;Clothing;Spring;L;Blue
734;04/01/2020;10;Female;Dress;Clothing;Fall;L;Cyan
735;05/01/2020;65;Female;Shirt;Clothing;Winter;S;Violet
736;06/01/2020;61;Female;Sunglasses;Accessories;Fall;M;Orange
737;07/01/2020;18;Female;Dress;Clothing;Spring;L;Maroon
738;08/01/2020;47;Female;Sunglasses;Accessories;Spring;M;Teal
739;09/01/2020;56;Female;Sunglasses;Accessories;Winter;L;Orange
714;10/01/2020;64;Female;Shorts;Clothing;Summer;S;Purple
715;11/01/2020;26;Female;Jeans;Clothing;Summer;M;Orange
716;12/01/2020;22;Female;T shirt;Clothing;Summer;XL;Yellow
743;13/01/2020;64;Female;Pants;Clothing;Summer;M;Charcoal
744;14/01/2020;21;Female;Sunglasses;Accessories;Fall;L;Gray
710;15/01/2020;67;Female;Boots;Footwear;Spring;S;Charcoal
746;16/01/2020;46;Female;T shirt;Clothing;Fall;L;Orange
747;17/01/2020;14;Female;Sandals;Footwear;Winter;M;Red
720;18/01/2020;51;Female;Shorts;Clothing;Spring;L;Gold
710;19/01/2020;35;Female;Hat;Accessories;Fall;L;Brown
750;20/01/2020;56;Female;Scarf;Accessories;Winter;M;Olive
751;21/01/2020;25;Female;T shirt;Clothing;Fall;L;Violet
752;22/01/2020;65;Female;Gloves;Accessories;Fall;L;Indigo
753;23/01/2020;39;Female;Scarf;Accessories;Fall;L;Yellow
754;24/01/2020;47;Female;Boots;Footwear;Fall;M;Teal
755;25/01/2020;36;Female;Gloves;Accessories;Spring;L;Pink
756;26/01/2020;66;Female;Coat;Outerwear;Spring;M;Violet
757;27/01/2020;62;Female;Belt;Accessories;Summer;S;Orange
758;28/01/2020;15;Female;Hoodie;Clothing;Fall;M;Red
759;29/01/2020;66;Female;Shoes;Footwear;Summer;L;Peach
760;30/01/2020;51;Female;Dress;Clothing;Winter;XL;Green
761;31/01/2020;33;Female;Gloves;Accessories;Fall;XL;Violet
762;01/02/2020;57;Female;Jewelry;Accessories;Fall;L;Yellow
763;02/02/2020;10;Female;Belt;Accessories;Fall;M;Pink
764;03/02/2020;61;Female;Sweater;Clothing;Spring;M;Brown
765;04/02/2020;55;Female;Skirt;Clothing;Fall;XL;Silver
766;05/02/2020;54;Female;Sneakers;Footwear;Summer;M;Pink
767;06/02/2020;57;Female;Gloves;Accessories;Winter;M;Cyan
768;07/02/2020;27;Female;Coat;Outerwear;Fall;M;Brown
769;08/02/2020;64;Female;Backpack;Accessories;Spring;XL;Red
770;09/02/2020;52;Female;Socks;Clothing;Spring;M;Silver
771;10/02/2020;19;Female;Sneakers;Footwear;Spring;M;Gray
772;11/02/2020;22;Female;Sweater;Clothing;Fall;L;Cyan
773;12/02/2020;18;Female;Jeans;Clothing;Fall;L;Teal
774;13/02/2020;29;Female;Hat;Accessories;Winter;L;Indigo
775;14/02/2020;16;Female;Hat;Accessories;Summer;M;Yellow
776;15/02/2020;10;Female;Handbag;Accessories;Winter;S;Gold
777;16/02/2020;10;Female;Shirt;Clothing;Spring;M;Maroon
778;17/02/2020;55;Female;Socks;Clothing;Spring;XL;Silver
779;18/02/2020;29;Female;Socks;Clothing;Summer;M;Yellow
780;19/02/2020;60;Female;Dress;Clothing;Spring;M;Blue
781;20/02/2020;34;Female;Shoes;Footwear;Spring;M;Turquoise
782;21/02/2020;30;Female;Scarf;Accessories;Winter;L;Indigo
783;22/02/2020;28;Female;Hoodie;Clothing;Summer;M;Green
784;23/02/2020;63;Female;T shirt;Clothing;Winter;L;Purple
785;24/02/2020;31;Female;Jeans;Clothing;Winter;M;Peach
786;25/02/2020;46;Female;Shorts;Clothing;Spring;S;Purple
787;26/02/2020;70;Female;Hat;Accessories;Winter;S;Teal
788;27/02/2020;53;Female;Handbag;Accessories;Spring;S;Green
789;28/02/2020;50;Female;Pants;Clothing;Summer;XL;Yellow
790;29/02/2020;33;Female;Handbag;Accessories;Fall;S;Purple
791;01/03/2020;22;Female;Sweater;Clothing;Summer;M;Indigo
792;02/03/2020;50;Female;Scarf;Accessories;Summer;S;Magenta
793;03/03/2020;34;Female;Sneakers;Footwear;Spring;M;Violet
794;04/03/2020;24;Female;Pants;Clothing;Summer;L;Maroon
795;05/03/2020;69;Female;Backpack;Accessories;Winter;XL;Yellow
796;06/03/2020;39;Female;Sandals;Footwear;Summer;M;Beige
797;07/03/2020;16;Female;Socks;Clothing;Fall;XL;Black
798;08/03/2020;16;Female;Coat;Outerwear;Fall;M;Violet
799;09/03/2020;29;Female;Socks;Clothing;Spring;M;Violet
800;10/03/2020;55;Female;Belt;Accessories;Summer;L;Brown
801;11/03/2020;32;Female;Socks;Clothing;Summer;S;Gold
802;12/03/2020;25;Female;Belt;Accessories;Fall;L;Blue
803;13/03/2020;38;Female;Pants;Clothing;Winter;M;Teal
804;14/03/2020;32;Female;Shorts;Clothing;Winter;L;Silver
805;15/03/2020;43;Female;Boots;Footwear;Summer;M;Maroon
806;16/03/2020;15;Female;Dress;Clothing;Summer;L;White
807;17/03/2020;56;Female;Jeans;Clothing;Summer;L;Charcoal
808;18/03/2020;27;Female;T shirt;Clothing;Winter;S;Brown
809;19/03/2020;46;Female;Shoes;Footwear;Fall;L;Lavender
810;20/03/2020;20;Female;Boots;Footwear;Fall;M;Violet
811;21/03/2020;52;Female;Scarf;Accessories;Fall;S;Lavender
812;22/03/2020;18;Female;Sneakers;Footwear;Winter;M;Green
