sales_id;price;discount;discount_value
1116;1284200;0.0;0
1117;1891720;0.1;189172
1118;188780;0.07;13215
1119;499180;0.06;29951
1120;220720;0.05;11036
1121;117960;0.0;0
1122;2910080;0.06;174605
1123;22082840;0.07;1545799
1124;147100;0.09;13239
1125;152120;0.02;3042
1126;745380;0.01;7454
1127;131000;0.08;10480
1128;273700;0.01;2737
1129;371580;0.02;7432
1130;961460;0.1;96146
1131;343040;0.1;34304
1132;168020;0.06;10081
1133;890340;0.02;17807
1134;4658800;0.08;372704
1135;212100;0.02;4242
1136;2740980;0.08;219278
1137;78880;0.0;0
1138;391020;0.03;11731
1139;340900;0.09;30681
1140;139320;0.07;9752
1141;224800;0.1;22480
1142;2510960;0.06;150658
1143;92920;0.1;9292
1144;607180;0.1;60718
1145;635180;0.06;38111
1146;96740;0.02;1935
1147;2011480;0.1;201148
1148;489700;0.06;29382
1149;632700;0.06;37962
1150;218740;0.07;15312
1151;12412320;0.03;372370
1152;30767400;0.03;923022
1153;3109060;0.0;0
1154;713900;0.08;57112
1155;233640;0.02;4673
1156;67280;0.07;4710
1157;253760;0.05;12688
1158;3076660;0.03;92300
1159;947760;0.01;9478
1160;2085260;0.02;41705
1161;541460;0.1;54146
1162;502220;0.03;15067
1163;128880;0.0;0
1164;155920;0.05;7796
1165;18985840;0.05;949292
1166;91280;0.08;7302
1167;5908280;0.04;236331
1168;171120;0.03;5134
1169;216420;0.08;17314
1170;72620;0.04;2905
1171;462540;0.03;13876
1172;300660;0.08;24053
1173;480360;0.06;28822
1174;1774900;0.1;177490
1175;18998600;0.01;189986
1176;5089970;0.07;356298
1177;1456050;0.04;58242
1178;158500;0.0;0
1179;2990368;0.0;0
1180;47680;0.02;954
1181;1418740;0.1;141874
1182;15097300;0.03;452919
1183;9029720;0.09;812675
1184;225140;0.08;18011
1185;3949320;0.06;236959
1186;24220;0.02;484
1187;5335840;0.01;53358
1188;8330080;0.0;0
1189;234660;0.07;16426
1190;99220;0.0;0
1191;42900;0.01;429
1192;9162820;0.04;366513
1193;861100;0.0;0
1194;382720;0.05;19136
1195;131400;0.01;1314
1196;254660;0.02;5093
1197;56640;0.09;5098
1198;427500;0.03;12825
1199;15094280;0.03;452828
1200;28980;0.09;2608
1201;201740;0.09;18157
1202;18946620;0.03;568399
1203;1592160;0.05;79608
1204;139960;0.06;8398
1205;258660;0.04;10346
1206;16590580;0.08;1327246
1207;12954918;0.05;647746
1208;590900;0.03;17727
1209;32480;0.01;325
1210;57300;0.02;1146
1211;163360;0.08;13069
1212;294320;0.01;2943
1213;929180;0.07;65043
1214;345800;0.0;0
1215;65440;0.09;5890
1216;1035860;0.06;62152
1217;4887700;0.08;391016
1218;466860;0.03;14006
1219;18837460;0.0;0
1220;114080;0.05;5704
1221;23065980;0.07;1614619
1222;3011140;0.02;60223
1223;252760;0.08;20221
1224;577100;0.03;17313
1225;715920;0.06;42955
1226;1165180;0.07;81563
1227;2594897;0.04;103796
1228;158880;0.06;9533
1229;4902820;0.07;343197
1230;7011200;0.03;210336
1231;193500;0.04;7740
1232;10103780;0.02;202076
1233;605820;0.04;24233
1234;235940;0.1;23594
1235;4475520;0.1;447552
1236;513540;0.04;20542
1237;308880;0.06;18533
1238;1645820;0.09;148124
1239;178360;0.04;7134
1240;174460;0.09;15701
1241;374280;0.02;7486
1242;91740;0.02;1835
1243;643820;0.06;38629
1244;4454680;0.09;400921
1245;3930420;0.0;0
1246;4009200;0.02;80184
1247;56220;0.03;1687
1248;265440;0.05;13272
1249;800500;0.02;16010
1250;1223420;0.02;24468
1251;271720;0.04;10869
1252;8402160;0.01;84022
1253;239260;0.03;7178
1254;460580;0.0;0
1255;300260;0.09;27023
1256;677780;0.07;47445
1257;1215194;0.07;85064
1258;235560;0.09;21200
1259;4503827;0.04;180153
1260;1410880;0.04;56435
1261;423760;0.1;42376
1262;2062460;0.07;144372
1263;233140;0.07;16320
1264;6646880;0.03;199406
1265;15113220;0.08;1209058
1266;17408160;0.05;870408
1267;42920;0.05;2146
1268;5841660;0.02;116833
1269;207440;0.02;4149
1270;13257100;0.1;1325710
1271;19517400;0.04;780696
1272;257000;0.02;5140
1273;13479840;0.01;134798
1274;5446200;0.07;381234
1275;11400;0.1;1140
1276;52460;0.0;0
1277;66780;0.03;2003
1278;374260;0.09;33683
1279;140500;0.1;14050
1280;118060;0.04;4722
1281;1975080;0.07;138256
1282;3646080;0.09;328147
1283;513200;0.0;0
1284;78840;0.08;6307
1285;477480;0.1;47748
1286;269620;0.1;26962
1287;104760;0.06;6286
1288;29113340;0.04;1164534
1289;1045940;0.04;41838
1290;1027480;0.02;20550
1291;5219060;0.0;0
1292;3152446;0.05;157622
1293;16255020;0.01;162550
1294;35434680;0.0;0
1295;3292940;0.05;164647
1296;520740;0.02;10415
1297;231080;0.04;9243
1298;333600;0.03;10008
1299;206780;0.05;10339
1300;59320;0.04;2373
1301;560860;0.1;56086
1302;10252600;0.07;717682
1303;176340;0.1;17634
1304;3005320;0.07;210372
1305;7625460;0.02;152509
1306;4059500;0.06;243570
1307;2479263;0.0;0
1308;713400;0.02;14268
1309;9827380;0.02;196548
1310;346400;0.01;3464
1311;250320;0.02;5006
1312;2493040;0.01;24930
1313;264140;0.06;15848
1314;682720;0.09;61445
1315;2594608;0.0;0
1316;4095160;0.01;40952
1317;604720;0.09;54425
1318;372880;0.0;0
1319;205120;0.06;12307
1320;69180;0.04;2767
1321;6726280;0.1;672628
1322;33174260;0.08;2653941
1323;285940;0.1;28594
1324;34240;0.03;1027
1325;16371780;0.09;1473460
1326;519440;0.07;36361
1327;2286700;0.04;91468
1328;782840;0.04;31314
1329;98080;0.02;1962
1330;7461080;0.07;522276
1331;705100;0.09;63459
1332;7642078;0.05;382104
1333;5017346;0.03;150520
1334;9776280;0.07;684340
1335;1771880;0.08;141750
1336;241060;0.1;24106
1337;10523460;0.05;526173
1338;151440;0.02;3029
1339;388580;0.09;34972
1340;312940;0.01;3129
1341;3119000;0.01;31190
1342;2005540;0.07;140388
1343;915360;0.07;64075
1344;869540;0.02;17391
1345;437540;0.03;13126
1346;126680;0.03;3800
1347;306880;0.05;15344
1348;8670680;0.07;606948
1349;399600;0.08;31968
1350;3471880;0.1;347188
1351;4697320;0.02;93946
1352;384980;0.02;7700
1353;2420040;0.06;145202
1354;223320;0.06;13399
1355;312300;0.08;24984
1356;3936940;0.04;157478
1357;2164860;0.06;129892
1358;965820;0.1;96582
1359;330740;0.06;19844
1360;4679040;0.1;467904
1361;204120;0.1;20412
1362;1372400;0.04;54896
1363;20682940;0.03;620488
1364;1123300;0.04;44932
1365;1031300;0.0;0
1366;10046507;0.01;100465
1367;51040;0.01;510
1368;3125940;0.01;31259
1369;132380;0.02;2648
1370;282980;0.03;8489
1371;272400;0.09;24516
1372;162860;0.08;13029
1373;1500060;0.07;105004
1374;1943640;0.07;136055
1375;585920;0.09;52733
1376;5406740;0.09;486607
1377;563420;0.02;11268
1378;74600;0.0;0
1379;2893940;0.0;0
1380;1422200;0.08;113776
1381;317560;0.04;12702
1382;702980;0.03;21089
1383;6441160;0.04;257646
1384;1044120;0.06;62647
1385;398240;0.01;3982
1386;537880;0.02;10758
1387;3984900;0.05;199245
1388;207240;0.1;20724
1389;1266260;0.05;63313
1390;20660;0.04;826
1391;13866900;0.04;554676
1392;84420;0.0;0
1393;1029720;0.09;92675
1394;29042780;0.03;871283
1395;1789280;0.01;17893
1396;317940;0.08;25435
1397;150380;0.06;9023
1398;102280;0.08;8182
1399;3474120;0.02;69482
1400;4860680;0.08;388854
1401;2803500;0.02;56070
1402;161060;0.01;1611
1403;472900;0.06;28374
1404;5903940;0.09;531355
1405;4566440;0.03;136993
1406;517080;0.05;25854
1407;220760;0.05;11038
1408;978140;0.08;78251
1409;1697840;0.04;67914
1410;623300;0.03;18699
1411;1963800;0.06;117828
1412;3135020;0.01;31350
1413;174620;0.05;8731
1414;166620;0.06;9997
1415;470180;0.08;37614
1416;9197460;0.04;367898
1417;1221300;0.09;109917
1418;2597620;0.04;103905
1419;885140;0.01;8851
1420;2414160;0.05;120708
1421;104193;0.0;0
1422;7891900;0.03;236757
1423;467840;0.1;46784
1424;558654;0.05;27933
1425;250920;0.07;17564
1426;95980;0.06;5759
1427;1232211;0.03;36966
1428;66420;0.06;3985
1429;1167120;0.02;23342
1430;1078120;0.05;53906
1431;1503040;0.09;135274
1432;900780;0.07;63055
1433;7192720;0.0;0
1434;33200;0.1;3320
1435;1106040;0.1;110604
1436;875720;0.04;35029
1437;310340;0.08;24827
1438;291860;0.0;0
1439;4957760;0.02;99155
1440;6703100;0.04;268124
1441;1064220;0.01;10642
1442;433580;0.07;30351
1443;516260;0.03;15488
1444;10764480;0.1;1076448
1445;466060;0.05;23303
1446;37400;0.1;3740
1447;609960;0.08;48797
1448;952120;0.04;38085
1449;3512220;0.1;351222
1450;2272940;0.1;227294
1451;614840;0.05;30742
1452;2019600;0.07;141372
1453;9175852;0.1;917585
1454;12327040;0.02;246541
1455;2557293;0.01;25573
1456;133260;0.0;0
1457;690380;0.1;69038
1458;26880;0.08;2150
1459;4708800;0.0;0
1460;255120;0.03;7654
1461;163160;0.04;6526
1462;27843200;0.02;556864
1463;77120;0.03;2314
1464;44120;0.05;2206
1465;3520700;0.01;35207
1466;1882260;0.1;188226
1467;1386120;0.06;83167
1468;599360;0.06;35962
1469;514920;0.09;46343
1470;622420;0.09;56018
1471;681377;0.0;0
1472;1419820;0.09;127784
1473;730480;0.09;65743
1474;198720;0.0;0
1475;423487;0.04;16939
1476;334920;0.09;30143
1477;283400;0.02;5668
1478;3544449;0.02;70889
1479;792080;0.08;63366
1480;28481520;0.06;1708891
1481;3225860;0.0;0
1482;786620;0.04;31465
1483;1691400;0.02;33828
1484;75600;0.06;4536
1485;5653800;0.07;395766
1486;771980;0.09;69478
1487;195860;0.07;13710
1488;292300;0.02;5846
1489;539140;0.0;0
1490;406800;0.04;16272
1491;8373060;0.04;334922
1492;135740;0.07;9502
1493;470240;0.09;42322
1494;637120;0.08;50970
1495;3023400;0.02;60468
1496;14573300;0.03;437199
1497;60760;0.08;4861
1498;242380;0.09;21814
1499;96020;0.1;9602
1500;7801062;0.08;624085
1501;219560;0.06;13174
1502;382860;0.06;22972
1503;211700;0.1;21170
1504;756160;0.0;0
1505;570120;0.08;45610
1506;623320;0.04;24933
1507;253240;0.03;7597
1508;3150280;0.0;0
1509;172580;0.05;8629
1510;3507500;0.07;245525
1511;1161120;0.1;116112
1512;3014320;0.02;60286
1513;743900;0.08;59512
1514;6921125;0.1;692113
1515;14683920;0.0;0
1516;538560;0.08;43085
1517;5072360;0.1;507236
1518;272980;0.1;27298
1519;410600;0.0;0
1520;5403380;0.05;270169
1521;60940;0.02;1219
1522;4461940;0.06;267716
1523;143140;0.02;2863
1524;25610500;0.01;256105
1525;9163080;0.05;458154
1526;22532800;0.08;1802624
1527;259420;0.08;20754
1528;323340;0.08;25867
1529;73300;0.03;2199
1530;1129960;0.1;112996
1531;4761139;0.01;47611
1532;481740;0.01;4817
1533;2983653;0.1;298365
1534;282800;0.08;22624
1535;12491520;0.1;1249152
1536;7276540;0.04;291062
1537;28951480;0.06;1737089
1538;1054500;0.01;10545
1539;421720;0.04;16869
1540;1263460;0.03;37904
1541;980340;0.04;39214
1542;828840;0.04;33154
1543;1085200;0.03;32556
1544;250020;0.08;20002
1545;121840;0.07;8529
1546;8402940;0.04;336118
1547;11135580;0.04;445423
1548;3960740;0.03;118822
1549;185720;0.04;7429
1550;18027160;0.04;721086
1551;929390;0.06;55763
1552;369540;0.0;0
1553;1862160;0.1;186216
1554;1755940;0.03;52678
1555;2225080;0.01;22251
1556;250620;0.0;0
1557;8150752;0.05;407538
1558;3473060;0.1;347306
1559;5810600;0.0;0
1560;3964320;0.03;118930
1561;1741500;0.09;156735
1562;122440;0.06;7346
1563;105860;0.0;0
1564;691140;0.06;41468
1565;1832100;0.08;146568
1566;1575260;0.05;78763
1567;2446220;0.0;0
1568;132820;0.04;5313
1569;276480;0.06;16589
1570;1693180;0.08;135454
1571;677700;0.04;27108
1572;376680;0.04;15067
1573;100300;0.09;9027
1574;6120740;0.07;428452
1575;204640;0.08;16371
1576;1891080;0.03;56732
1577;283120;0.1;28312
1578;775580;0.01;7756
1579;1686300;0.0;0
1580;46760;0.08;3741
1581;119320;0.05;5966
1582;764380;0.03;22931
1583;7940660;0.02;158813
1584;371380;0.02;7428
1585;258120;0.1;25812
1586;6468200;0.03;194046
1587;857446;0.06;51447
1588;110700;0.0;0
1589;72740;0.07;5092
1590;375100;0.1;37510
1591;94060;0.08;7525
1592;225820;0.04;9033
1593;3347060;0.0;0
1594;1951000;0.09;175590
1595;4169920;0.0;0
1596;2005460;0.08;160437
1597;3409160;0.02;68183
1598;12246960;0.08;979757
1599;262540;0.1;26254
1600;1287060;0.05;64353
1601;1600780;0.06;96047
1602;542540;0.05;27127
1603;5960300;0.05;298015
1604;1651920;0.01;16519
1605;11297380;0.03;338921
1606;106680;0.04;4267
1607;8967840;0.07;627749
1608;100840;0.06;6050
1609;308000;0.08;24640
1610;921420;0.02;18428
1611;366660;0.05;18333
1612;6675033;0.07;467252
1613;4730860;0.04;189234
1614;33820;0.08;2706
1615;75460;0.06;4528
1616;58480;0.01;585
1617;1693700;0.03;50811
1618;354820;0.05;17741
1619;1461020;0.08;116882
1620;2079120;0.06;124747
1621;408300;0.07;28581
1622;4021780;0.09;361960
1623;778560;0.1;77856
1624;2489440;0.04;99578
1625;275000;0.07;19250
1626;224100;0.04;8964
1627;156440;0.03;4693
1628;1647960;0.09;148316
1629;2780340;0.07;194624
1630;23226260;0.05;1161313
1631;1624120;0.0;0
1632;208540;0.03;6256
1633;7845920;0.04;313837
1634;522320;0.07;36562
1635;2473908;0.06;148434
1636;2144720;0.04;85789
1637;1485680;0.01;14857
1638;128680;0.09;11581
1639;402280;0.08;32182
1640;96520;0.09;8687
1641;87220;0.04;3489
1642;10884284;0.0;0
1643;28151980;0.08;2252158
1644;2085920;0.04;83437
1645;16826460;0.05;841323
1646;902180;0.1;90218
1647;110660;0.0;0
1648;5547420;0.02;110948
1649;166600;0.09;14994
1650;6011480;0.02;120230
1651;1340040;0.07;93803
1652;1047120;0.01;10471
1653;225260;0.08;18021
1654;6843760;0.0;0
1655;395860;0.06;23752
1656;4753421;0.01;47534
1657;70280;0.02;1406
1658;29331100;0.07;2053177
1659;9712200;0.01;97122
1660;417660;0.0;0
1661;1029060;0.04;41162
1662;313320;0.07;21932
1663;959680;0.02;19194
1664;5641399;0.03;169242
1665;156160;0.08;12493
1666;212080;0.09;19087
1667;203040;0.02;4061
1668;588960;0.08;47117
1669;177680;0.02;3554
1670;122800;0.04;4912
1671;725420;0.07;50779
1672;1401900;0.0;0
1673;27217660;0.1;2721766
1674;47860;0.1;4786
1675;10615000;0.09;955350
1676;508920;0.09;45803
1677;851820;0.02;17036
1678;137060;0.09;12335
1679;3220520;0.06;193231
1680;1010400;0.05;50520
1681;400200;0.04;16008
1682;2265200;0.01;22652
1683;56020;0.09;5042
1684;38640;0.03;1159
1685;1519880;0.09;136789
1686;326280;0.09;29365
1687;38685680;0.01;386857
1688;12222337;0.06;733340
1689;1390940;0.03;41728
1690;58840;0.06;3530
1691;18500;0.01;185
1692;2525440;0.01;25254
1693;2287760;0.04;91510
1694;145260;0.07;10168
1695;237120;0.06;14227
1696;236360;0.06;14182
1697;580600;0.07;40642
1698;405280;0.04;16211
1699;67920;0.0;0
1700;10362160;0.01;103622
1701;766900;0.06;46014
1702;2204560;0.03;66137
1703;1733320;0.09;155999
1704;219400;0.03;6582
1705;2994635;0.01;29946
1706;2308280;0.07;161580
1707;12242397;0.08;979392
1708;1228680;0.02;24574
1709;557804;0.04;22312
1710;712929;0.01;7129
1711;143540;0.03;4306
1712;960860;0.06;57652
1713;434280;0.0;0
1714;1318260;0.09;118643
1715;444400;0.03;13332
1716;33640;0.08;2691
1717;29071600;0.05;1453580
1718;1304480;0.02;26090
1719;723880;0.05;36194
1720;1223360;0.05;61168
1721;8787500;0.08;703000
1722;235820;0.05;11791
1723;352480;0.02;7050
1724;582320;0.01;5823
1725;2276860;0.01;22769
1726;4927200;0.03;147816
1727;7099800;0.06;425988
1728;1268240;0.04;50730
1729;2759960;0.06;165598
1730;590240;0.0;0
1731;263440;0.09;23710
1732;10113780;0.02;202276
1733;392240;0.01;3922
1734;1584420;0.05;79221
1735;429280;0.08;34342
1736;506760;0.0;0
1737;862740;0.03;25882
1738;186040;0.07;13023
1739;15674880;0.1;1567488
1740;826240;0.1;82624
1741;283180;0.05;14159
1742;324320;0.05;16216
1743;734220;0.09;66080
1744;253580;0.04;10143
1745;2393720;0.06;143623
1746;2710940;0.04;108438
1747;2930580;0.02;58612
1748;231620;0.07;16213
1749;9295380;0.02;185908
1750;5463460;0.07;382442
1751;1479880;0.01;14799
1752;29481020;0.0;0
1753;200720;0.02;4014
1754;1619820;0.07;113387
1755;17910680;0.1;1791068
1756;1154840;0.0;0
1757;164420;0.04;6577
1758;235760;0.1;23576
1759;6260403;0.07;438228
1760;898940;0.05;44947
1761;4827060;0.06;289624
1762;409980;0.03;12299
1763;530620;0.09;47756
1764;1572520;0.01;15725
1765;37394480;0.02;747890
1766;29294520;0.07;2050616
1767;884620;0.02;17692
1768;229660;0.04;9186
1769;3069400;0.07;214858
1770;5626680;0.1;562668
1771;774060;0.04;30962
1772;1170940;0.1;117094
1773;246680;0.07;17268
1774;186440;0.06;11186
1775;486360;0.08;38909
1776;7706940;0.1;770694
1777;9924100;0.08;793928
1778;52160;0.1;5216
1779;1339380;0.03;40181
1780;811200;0.07;56784
1781;1412785;0.06;84767
1782;309980;0.07;21699
1783;231560;0.07;16209
1784;501400;0.03;15042
1785;630840;0.1;63084
1786;288060;0.03;8642
1787;589360;0.01;5894
1788;4757640;0.02;95153
1789;614980;0.01;6150
1790;178670;0.06;10720
1791;11496400;0.09;1034676
1792;42880;0.02;858
1793;3119551;0.03;93587
1794;2407460;0.03;72224
1795;16727300;0.09;1505457
1796;607240;0.02;12145
1797;669320;0.05;33466
1798;2284720;0.02;45694
1799;2758675;0.08;220694
1800;3650840;0.06;219050
1801;5308320;0.01;53083
1802;923100;0.09;83079
1803;1599960;0.04;63998
1804;1237680;0.05;61884
1805;355340;0.03;10660
1806;401506;0.09;36136
1807;18740;0.09;1687
1808;4554060;0.07;318784
1809;79380;0.05;3969
1810;17064304;0.04;682572
1811;1649020;0.01;16490
1812;6162942;0.09;554665
1813;35240;0.06;2114
1814;2433000;0.1;243300
1815;163800;0.01;1638
1816;996560;0.01;9966
1817;382260;0.07;26758
1818;337900;0.1;33790
1819;2086240;0.06;125174
1820;174880;0.06;10493
1821;3332000;0.08;266560
1822;1891800;0.08;151344
1823;142640;0.08;11411
1824;1501720;0.0;0
1825;430620;0.09;38756
1826;314660;0.1;31466
1827;251680;0.1;25168
1828;229100;0.05;11455
1829;2773300;0.09;249597
1830;273440;0.09;24610
1831;59300;0.05;2965
1832;124060;0.09;11165
1833;114060;0.0;0
1834;1222320;0.04;48893
1835;2924323;0.03;87730
1836;260500;0.05;13025
1837;907740;0.08;72619
1838;621980;0.07;43539
1839;3029927;0.02;60599
1840;38720;0.04;1549
1841;311460;0.03;9344
1842;1586080;0.1;158608
1843;8231480;0.1;823148
1844;1192312;0.1;119231
1845;94800;0.03;2844
1846;1869740;0.09;168277
1847;322560;0.01;3226
1848;24197740;0.04;967910
1849;17740;0.09;1597
1850;50180;0.07;3513
1851;1428782;0.0;0
1852;1005600;0.0;0
1853;936920;0.01;9369
1854;4714900;0.02;94298
1855;1635060;0.03;49052
1856;110860;0.01;1109
1857;2172780;0.03;65183
1858;122196;0.02;2444
1859;8747707;0.04;349908
1860;5720380;0.04;228815
1861;5851560;0.03;175547
1862;284480;0.08;22758
1863;1140860;0.07;79860
1864;1606080;0.08;128486
1865;177220;0.01;1772
1866;672120;0.01;6721
1867;955060;0.09;85955
1868;630560;0.08;50445
1869;1592280;0.03;47768
1870;4778600;0.01;47786
1871;257240;0.07;18007
1872;1480400;0.05;74020
1873;87140;0.1;8714
1874;2387300;0.07;167111
1875;80040;0.02;1601
1876;3791100;0.06;227466
1877;633220;0.1;63322
1878;10837360;0.07;758615
1879;538740;0.05;26937
1880;14677580;0.03;440327
1881;355900;0.09;32031
1882;763200;0.1;76320
1883;1663040;0.07;116413
1884;2137580;0.07;149631
1885;4024280;0.07;281700
1886;590480;0.08;47238
1887;962540;0.02;19251
1888;453620;0.05;22681
1889;4636427;0.07;324550
1890;10807500;0.08;864600
1891;611240;0.1;61124
1892;315740;0.0;0
1893;3321720;0.04;132869
1894;18124880;0.05;906244
1895;346660;0.09;31199
1896;4867100;0.05;243355
1897;156880;0.09;14119
1898;458860;0.08;36709
1899;246260;0.05;12313
1900;4345030;0.06;260702
1901;4320540;0.09;388849
1902;268840;0.05;13442
1903;299400;0.05;14970
1904;569347;0.04;22774
1905;1503420;0.09;135308
1906;10623946;0.02;212479
1907;366640;0.04;14666
1908;197320;0.1;19732
1909;246520;0.02;4930
1910;4722200;0.01;47222
1911;4022920;0.01;40229
1912;174640;0.08;13971
1913;155100;0.0;0
1914;659820;0.04;26393
1915;1589160;0.09;143024
1916;1961900;0.02;39238
1917;282540;0.08;22603
1918;405280;0.03;12158
1919;10144680;0.06;608681
1920;91260;0.02;1825
1921;7370760;0.0;0
1922;2180220;0.08;174418
1923;121125;0.02;2423
1924;134940;0.03;4048
1925;630540;0.08;50443
1926;931800;0.05;46590
1927;1484100;0.05;74205
1928;6373540;0.09;573619
1929;1868140;0.07;130770
1930;350160;0.07;24511
1931;580140;0.07;40610
1932;9062680;0.08;725014
1933;924732;0.1;92473
1934;139140;0.05;6957
1935;91460;0.0;0
1936;116880;0.05;5844
1937;5738880;0.08;459110
1938;366160;0.01;3662
1939;515800;0.0;0
1940;1803620;0.02;36072
1941;1246253;0.09;112163
1942;5302460;0.09;477221
1943;215120;0.1;21512
1944;13627860;0.09;1226507
1945;89020;0.01;890
1946;436580;0.09;39292
1947;3108420;0.08;248674
1948;546840;0.0;0
1949;768420;0.04;30737
1950;20960;0.0;0
1951;35180;0.1;3518
1952;23620;0.01;236
1953;8422000;0.07;589540
1954;179980;0.0;0
1955;686000;0.0;0
1956;328440;0.1;32844
1957;265560;0.09;23900
1958;163740;0.07;11462
1959;328820;0.0;0
1960;288280;0.05;14414
1961;519660;0.0;0
1962;114560;0.02;2291
1963;11718500;0.02;234370
1964;53245100;0.08;4259608
1965;53000;0.05;2650
1966;534000;0.09;48060
1967;531500;0.06;31890
1968;324500;0.03;9735
1969;171420;0.08;13714
1970;209940;0.07;14696
1971;369480;0.0;0
1972;1053520;0.07;73746
1973;3539800;0.05;176990
1974;253240;0.08;20259
1975;222780;0.02;4456
1976;108640;0.09;9778
1977;4371220;0.01;43712
1978;368200;0.04;14728
1979;50624000;0.01;506240
1980;152080;0.04;6083
1981;8816540;0.04;352662
1982;8023300;0.05;401165
1983;308700;0.0;0
1984;1768255;0.06;106095
1985;1385460;0.01;13855
1986;44380;0.01;444
1987;1631780;0.1;163178
1988;145860;0.01;1459
1989;5075760;0.03;152273
1990;38538100;0.0;0
1991;622760;0.06;37366
1992;49440;0.06;2966
1993;232760;0.08;18621
1994;29844320;0.1;2984432
1995;125540;0.01;1255
1996;480280;0.06;28817
1997;3241880;0.1;324188
1998;9095800;0.01;90958
1999;8425504;0.06;505530
2000;254340;0.1;25434
2001;5091780;0.01;50918
2002;212060;0.09;19085
2003;130320;0.03;3910
2004;5029025;0.04;201161
2005;4871027;0.08;389682
2006;1137487;0.05;56874
2007;5012760;0.07;350893
2008;3918860;0.09;352697
2009;11099580;0.09;998962
2010;2236503;0.1;223650
2011;565160;0.1;56516
2012;123000;0.09;11070
2013;1503880;0.02;30078
2014;400160;0.05;20008
2015;3869200;0.09;348228
2016;289680;0.0;0
2017;49920;0.01;499
2018;510620;0.02;10212
2019;3688520;0.03;110656
2020;6934560;0.06;416074
2021;11794940;0.0;0
2022;830000;0.07;58100
2023;2467020;0.05;123351
2024;1712680;0.06;102761
2025;58120;0.1;5812
2026;5053080;0.04;202123
2027;412573;0.05;20629
2028;10905800;0.07;763406
2029;4797800;0.09;431802
2030;1526896;0.05;76345
2031;612260;0.09;55103
2032;257720;0.1;25772
2033;128220;0.09;11540
2034;22300;0.04;892
2035;1048424;0.04;41937
2036;735060;0.03;22052
2037;2166803;0.02;43336
2038;659260;0.05;32963
2039;278900;0.02;5578
2040;5234260;0.0;0
2041;16980;0.06;1019
2042;128180;0.02;2564
2043;4416620;0.04;176665
2044;1747640;0.1;174764
2045;23140;0.01;231
2046;2898900;0.04;115956
2047;161840;0.09;14566
2048;15634900;0.03;469047
2049;127860;0.03;3836
2050;221920;0.08;17754
2051;6151504;0.04;246060
2052;76480;0.02;1530
2053;160660;0.01;1607
2054;7664480;0.09;689803
2055;13236914;0.1;1323691
2056;1606534;0.06;96392
2057;45480;0.03;1364
2058;780700;0.05;39035
2059;1545340;0.0;0
2060;3750360;0.01;37504
2061;751520;0.0;0
2062;184300;0.08;14744
2063;1643577;0.06;98615
2064;191360;0.07;13395
2065;10664840;0.06;639890
2066;436540;0.03;13096
2067;1256440;0.0;0
2068;1352260;0.03;40568
2069;452200;0.0;0
2070;4271947;0.07;299036
2071;7811500;0.01;78115
2072;3302180;0.05;165109
2073;364660;0.1;36466
2074;1359200;0.02;27184
2075;156340;0.01;1563
2076;1436060;0.07;100524
2077;1069920;0.08;85594
2078;1775880;0.02;35518
2079;360760;0.08;28861
2080;1138420;0.01;11384
2081;520240;0.05;26012
2082;569240;0.1;56924
2083;318520;0.01;3185
2084;115680;0.07;8098
2085;5852660;0.09;526739
2086;5702340;0.06;342140
2087;102600;0.05;5130
2088;2995519;0.04;119821
2089;5623400;0.09;506106
2090;262400;0.01;2624
2091;107820;0.05;5391
2092;447280;0.1;44728
2093;406600;0.08;32528
2094;80460;0.05;4023
2095;683100;0.06;40986
2096;38720;0.1;3872
2097;267800;0.03;8034
2098;4081900;0.07;285733
2099;892080;0.01;8921
2100;2180800;0.06;130848
2101;209780;0.07;14685
2102;21429560;0.0;0
2103;3648260;0.05;182413
2104;1744960;0.08;139597
2105;7235280;0.07;506470
2106;16436320;0.09;1479269
2107;1353580;0.0;0
2108;4819920;0.07;337394
2109;1862299;0.06;111738
2110;1902180;0.02;38044
2111;9004520;0.09;810407
2112;475780;0.0;0
2113;1196980;0.05;59849
2114;6017000;0.05;300850
2115;391660;0.04;15666
2116;189680;0.01;1897
2117;16493720;0.06;989623
2118;4630220;0.06;277813
2119;2165600;0.02;43312
2120;3246180;0.02;64924
2121;476980;0.09;42928
2122;246200;0.06;14772
2123;25225320;0.06;1513519
2124;3128323;0.0;0
2125;1853700;0.09;166833
2126;407100;0.03;12213
2127;1278600;0.05;63930
2128;2561460;0.09;230531
2129;87100;0.1;8710
2130;1619540;0.1;161954
2131;49402240;0.04;1976090
2132;10245220;0.05;512261
2133;442260;0.01;4423
2134;192020;0.01;1920
2135;330180;0.0;0
2136;615140;0.0;0
2137;365400;0.08;29232
2138;663060;0.0;0
2139;989680;0.07;69278
2140;2200000;0.07;154000
2141;39620;0.02;792
2142;5277580;0.1;527758
2143;312180;0.0;0
2144;32056520;0.02;641130
2145;10637780;0.06;638267
2146;251800;0.04;10072
2147;381980;0.1;38198
2148;251140;0.03;7534
2149;5932260;0.08;474581
2150;58380;0.03;1751
2151;315700;0.01;3157
2152;609300;0.1;60930
2153;284200;0.01;2842
2154;4350436;0.07;304531
2155;842720;0.07;58990
2156;9013700;0.1;901370
2157;2487760;0.1;248776
2158;3235820;0.04;129433
2159;5376165;0.04;215047
2160;442160;0.0;0
