item_id;order_status;order_date;order_quantity
930;Finished;14/01/2011;35
931;Finished;01/06/2009;41
932;Finished;21/08/2010;32
933;Finished;19/02/2010;5
934;Finished;23/11/2009;4
935;Returned;18/12/2009;19
936;Finished;06/07/2009;40
937;Finished;17/07/2012;5
938;Finished;12/06/2009;28
939;Finished;19/07/2012;45
940;Finished;19/03/2011;43
941;Finished;27/12/2012;37
942;Finished;08/09/2011;9
943;Finished;08/12/2010;14
944;Finished;15/03/2009;17
945;Finished;20/10/2011;12
946;Finished;13/01/2011;23
947;Finished;14/08/2009;48
948;Finished;31/01/2009;42
949;Finished;15/08/2009;5
950;Finished;03/07/2009;7
951;Finished;08/04/2009;37
952;Finished;18/08/2012;39
953;Finished;10/01/2009;32
954;Finished;04/07/2009;5
955;Finished;19/06/2010;21
956;Finished;16/12/2012;46
957;Finished;20/09/2012;6
958;Finished;03/03/2010;26
959;Finished;01/11/2010;46
960;Finished;28/02/2010;14
961;Finished;07/05/2011;37
962;Finished;10/07/2012;23
963;Finished;29/09/2011;49
964;Finished;25/10/2010;27
965;Finished;17/09/2010;32
966;Finished;23/11/2011;2
967;Finished;13/09/2012;30
968;Finished;03/08/2012;17
969;Finished;17/11/2010;28
970;Finished;10/08/2012;13
971;Finished;03/02/2011;50
972;Finished;14/12/2009;37
973;Finished;17/04/2011;29
974;Finished;06/09/2009;44
975;Finished;16/08/2012;41
976;Finished;12/10/2010;4
977;Finished;13/07/2011;23
978;Finished;03/12/2012;49
979;Finished;13/07/2012;46
980;Finished;04/02/2009;33
981;Finished;20/12/2011;41
982;Finished;30/05/2011;50
983;Finished;09/10/2010;14
984;Finished;10/03/2011;31
985;Finished;22/01/2010;17
986;Finished;11/04/2011;26
987;Finished;16/04/2011;38
988;Finished;27/11/2010;24
989;Finished;09/08/2010;19
990;Returned;26/08/2010;24
991;Finished;07/06/2011;27
992;Finished;20/05/2010;10
993;Finished;29/12/2010;24
994;Finished;07/09/2011;16
995;Finished;06/09/2009;43
996;Finished;25/02/2009;39
997;Finished;02/01/2010;32
998;Finished;31/05/2012;46
999;Finished;12/05/2009;44
1000;Finished;22/10/2010;8
1001;Returned;17/06/2009;33
1002;Finished;10/07/2011;33
1003;Finished;11/12/2009;25
1004;Finished;27/09/2009;49
1005;Finished;26/01/2011;15
1006;Finished;13/02/2011;8
1007;Finished;20/07/2012;26
1008;Returned;18/01/2010;14
1009;Finished;12/10/2011;18
1010;Finished;29/07/2010;47
1011;Finished;26/10/2010;38
1012;Finished;04/10/2012;30
1013;Finished;07/08/2012;35
1014;Finished;19/02/2011;4
1015;Finished;24/09/2010;13
1016;Finished;18/12/2009;12
1017;Finished;12/04/2012;10
1018;Finished;01/06/2009;17
1019;Finished;16/02/2011;19
1020;Finished;26/02/2012;29
1021;Returned;10/07/2012;8
1022;Finished;17/05/2012;33
1023;Finished;22/01/2009;36
1024;Finished;04/03/2011;43
1025;Finished;22/06/2011;12
1026;Finished;29/06/2009;43
1027;Finished;27/03/2012;13
1028;Finished;03/05/2012;42
1029;Finished;19/11/2011;48
1030;Finished;13/11/2010;8
1031;Finished;02/12/2012;36
1032;Returned;29/10/2010;14
1033;Finished;23/02/2009;22
1034;Returned;20/05/2010;39
1035;Returned;26/07/2009;10
1036;Finished;05/09/2012;15
1037;Finished;25/07/2011;15
1038;Returned;08/09/2011;17
1039;Finished;16/12/2009;13
1040;Finished;17/08/2010;43
1041;Finished;13/11/2010;44
1042;Returned;23/03/2010;27
1043;Finished;24/12/2010;43
1044;Finished;21/11/2010;40
1045;Finished;07/02/2010;10
1046;Returned;08/05/2009;15
1047;Finished;01/05/2011;50
1048;Finished;29/07/2009;25
1049;Finished;08/11/2010;1
1050;Finished;30/08/2012;17
1051;Finished;06/09/2009;10
1052;Finished;12/12/2010;32
1053;Finished;02/06/2012;32
1054;Finished;05/02/2011;14
1055;Finished;14/12/2010;11
1056;Finished;04/04/2012;21
1057;Finished;30/05/2010;6
1058;Returned;30/10/2012;48
1059;Finished;05/12/2009;35
1060;Finished;22/07/2010;4
1061;Finished;21/02/2010;38
1062;Finished;12/12/2010;9
1063;Finished;05/06/2011;15
1064;Finished;21/11/2010;27
1065;Finished;18/12/2011;6
1066;Finished;03/04/2010;1
1067;Finished;11/01/2012;35
1068;Finished;28/11/2012;38
1069;Finished;16/05/2009;27
1070;Finished;26/06/2012;41
1071;Finished;20/08/2011;37
1072;Finished;14/10/2012;36
1073;Finished;06/08/2009;31
1074;Finished;07/10/2009;2
1075;Finished;03/08/2012;37
1076;Finished;31/12/2011;24
1077;Finished;03/07/2009;8
1078;Finished;30/07/2009;23
1079;Finished;10/01/2009;43
1080;Finished;07/11/2012;19
1081;Finished;07/02/2011;42
1082;Finished;22/08/2010;21
1083;Finished;12/03/2012;27
1084;Finished;09/11/2011;31
1085;Finished;01/11/2012;44
1086;Finished;18/07/2011;3
1087;Returned;29/09/2010;13
1088;Finished;25/01/2011;24
1089;Finished;25/06/2009;40
1090;Finished;27/04/2012;25
1091;Finished;06/11/2010;46
1092;Finished;26/04/2009;18
1093;Finished;05/11/2012;32
1094;Returned;05/09/2010;6
1095;Finished;03/07/2011;39
1096;Returned;12/01/2009;27
1097;Returned;19/12/2009;4
1098;Finished;14/06/2011;3
1099;Finished;21/11/2010;11
1100;Finished;06/12/2009;13
1101;Finished;07/05/2010;47
1102;Finished;20/02/2011;28
1103;Returned;14/09/2010;26
1104;Finished;04/12/2011;5
1105;Finished;14/08/2012;9
1106;Finished;18/08/2011;34
1107;Finished;06/01/2011;16
1108;Finished;10/05/2009;49
1109;Finished;04/01/2010;3
1110;Finished;22/05/2011;22
1111;Finished;24/01/2012;31
1112;Finished;21/07/2010;29
1113;Finished;06/11/2011;26
1114;Finished;05/07/2012;46
1115;Finished;02/03/2012;45
1116;Returned;16/09/2011;42
1117;Finished;14/07/2009;47
1118;Finished;29/10/2011;33
1119;Finished;15/01/2011;32
1120;Finished;14/10/2010;39
1121;Finished;04/11/2009;9
1122;Finished;02/07/2009;9
1123;Returned;02/03/2012;30
1124;Finished;04/02/2011;32
1125;Finished;18/03/2011;14
1126;Finished;24/07/2010;42
1127;Returned;17/10/2012;11
1128;Finished;27/11/2011;14
1129;Finished;05/03/2009;5
1130;Finished;25/01/2012;12
1131;Finished;08/05/2010;32
1132;Finished;28/09/2009;16
1133;Returned;02/07/2012;23
1134;Finished;04/10/2010;37
1135;Finished;26/05/2009;9
1136;Finished;20/02/2010;40
1137;Finished;04/12/2010;5
1138;Finished;05/08/2010;26
1139;Finished;09/12/2011;4
1140;Finished;04/02/2009;40
1141;Finished;28/05/2012;6
1142;Finished;05/08/2012;11
1143;Finished;19/06/2009;3
1144;Finished;02/03/2010;32
1145;Finished;11/03/2009;36
1146;Finished;07/09/2011;16
1147;Finished;23/07/2010;47
1148;Returned;07/04/2009;14
1149;Finished;23/03/2012;21
1150;Finished;09/08/2010;11
1151;Finished;29/06/2011;50
1152;Finished;22/06/2009;50
1153;Finished;21/01/2012;16
1154;Finished;07/12/2010;1
1155;Finished;02/09/2012;24
1156;Returned;06/06/2010;4
1157;Finished;14/12/2010;33
1158;Finished;10/05/2010;39
1159;Returned;12/04/2011;4
1160;Returned;29/01/2009;4
1161;Finished;12/12/2009;32
1162;Finished;25/01/2012;30
1163;Finished;12/06/2012;21
1164;Finished;06/04/2009;16
1165;Finished;10/04/2009;29
1166;Finished;24/09/2009;2
1167;Returned;30/06/2011;21
1168;Finished;03/01/2009;15
1169;Finished;24/06/2010;19
1170;Finished;22/04/2012;1
1171;Finished;22/04/2010;11
1172;Finished;03/05/2011;15
1173;Finished;12/12/2010;40
1174;Finished;11/04/2009;47
1175;Finished;15/03/2011;44
1176;Finished;20/12/2011;36
1177;Finished;23/03/2012;13
1178;Finished;14/05/2011;9
1179;Finished;11/06/2009;26
1180;Finished;30/03/2011;7
1181;Finished;19/04/2011;8
1182;Finished;06/02/2009;45
1183;Finished;23/06/2009;23
1184;Finished;05/02/2011;17
1185;Finished;31/05/2011;32
1186;Finished;05/07/2012;3
1187;Finished;19/09/2010;33
1188;Finished;20/12/2012;45
1189;Finished;21/07/2011;17
1190;Finished;07/03/2010;1
1191;Returned;19/07/2010;1
1192;Returned;12/06/2009;36
1193;Finished;11/04/2009;35
1194;Returned;13/10/2012;37
1195;Finished;14/06/2009;11
1196;Finished;26/02/2009;22
1197;Finished;15/04/2012;5
1198;Finished;20/06/2010;42
1199;Finished;22/06/2011;24
1200;Finished;24/06/2012;3
1201;Returned;27/01/2009;36
1202;Finished;28/02/2010;33
1203;Finished;30/01/2012;39
1204;Finished;10/01/2011;12
1205;Finished;28/04/2009;28
1206;Finished;13/09/2009;48
1207;Finished;27/09/2011;43
1208;Finished;23/06/2010;31
1209;Returned;22/02/2010;5
1210;Returned;07/06/2012;16
1211;Finished;21/01/2010;13
1212;Finished;07/01/2010;21
1213;Finished;01/12/2012;17
1214;Finished;10/12/2012;23
1215;Finished;18/11/2012;4
1216;Finished;15/12/2012;46
1217;Finished;27/10/2012;24
1218;Finished;11/07/2012;36
1219;Finished;09/07/2012;27
1220;Finished;25/04/2011;8
1221;Finished;31/12/2011;45
1222;Finished;17/07/2009;47
1223;Finished;16/01/2010;33
1224;Finished;16/07/2009;37
1225;Finished;15/05/2010;29
1226;Finished;19/11/2009;4
1227;Finished;10/02/2010;18
1228;Finished;18/10/2012;27
1229;Finished;08/03/2009;50
1230;Finished;12/10/2012;26
1231;Finished;09/10/2010;22
1232;Finished;03/07/2011;47
1233;Finished;12/12/2009;2
1234;Finished;18/12/2012;44
1235;Finished;23/10/2010;12
1236;Finished;14/02/2009;4
1237;Returned;05/01/2012;33
1238;Finished;16/08/2012;17
1239;Finished;10/04/2012;31
1240;Finished;06/12/2009;14
1241;Returned;25/09/2010;21
1242;Finished;09/01/2009;9
1243;Finished;19/10/2012;22
1244;Finished;06/04/2011;20
1245;Finished;11/01/2011;24
1246;Finished;28/08/2012;42
1247;Finished;22/04/2011;3
1248;Finished;10/06/2009;14
1249;Finished;26/04/2011;46
1250;Returned;14/03/2012;18
1251;Finished;29/06/2011;27
1252;Finished;05/01/2009;21
1253;Finished;08/03/2010;22
1254;Finished;18/01/2011;41
1255;Returned;27/04/2009;13
1256;Returned;05/10/2011;6
1257;Finished;07/01/2009;11
1258;Finished;25/09/2010;32
1259;Finished;29/04/2012;41
1260;Returned;24/08/2010;48
1261;Finished;16/03/2009;14
1262;Finished;15/04/2010;32
1263;Finished;20/02/2010;23
1264;Finished;22/12/2010;21
1265;Finished;30/03/2010;18
1266;Finished;29/09/2010;10
1267;Finished;11/06/2009;3
1268;Finished;21/06/2009;24
1269;Finished;04/10/2009;17
1270;Finished;19/01/2012;50
1271;Returned;27/02/2012;33
1272;Finished;12/07/2012;17
1273;Finished;01/06/2012;35
1274;Finished;14/03/2010;16
1275;Finished;02/02/2010;1
1276;Finished;12/05/2012;3
1277;Finished;15/03/2012;8
1278;Finished;12/05/2012;9
1279;Finished;02/01/2010;34
1280;Finished;17/08/2009;11
1281;Returned;17/08/2012;10
1282;Finished;28/09/2012;27
1283;Finished;20/03/2012;6
1284;Finished;26/06/2010;19
1285;Finished;09/08/2009;8
1286;Finished;16/06/2010;46
1287;Finished;21/10/2009;13
1288;Finished;21/12/2010;48
1289;Finished;28/03/2009;48
1290;Finished;02/04/2011;32
1291;Finished;21/12/2009;27
1292;Finished;14/02/2010;29
1293;Finished;25/09/2011;23
1294;Finished;08/12/2010;37
1295;Finished;19/10/2010;33
1296;Returned;30/12/2010;45
1297;Finished;08/06/2012;24
1298;Finished;15/09/2011;23
1299;Finished;23/03/2009;20
1300;Finished;25/03/2010;5
1301;Finished;17/01/2009;25
1302;Finished;14/07/2012;23
1303;Finished;27/12/2009;13
1304;Finished;22/10/2011;27
1305;Returned;17/03/2011;32
1306;Returned;26/10/2010;47
1307;Finished;13/06/2009;16
1308;Finished;19/07/2011;45
1309;Finished;22/01/2010;39
1310;Finished;21/11/2009;18
1311;Finished;07/10/2011;18
1312;Finished;08/03/2010;50
1313;Finished;19/04/2009;38
1314;Finished;19/02/2012;41
1315;Returned;17/06/2011;15
1316;Finished;18/05/2012;49
1317;Finished;14/12/2009;3
1318;Finished;14/03/2012;45
1319;Finished;12/09/2011;40
1320;Finished;21/10/2010;14
1321;Finished;29/04/2012;14
1322;Finished;11/03/2012;7
1323;Finished;14/11/2011;31
1324;Finished;16/03/2011;4
1325;Finished;22/09/2011;21
1326;Finished;22/11/2009;27
1327;Finished;28/09/2010;38
1328;Finished;06/10/2011;38
1329;Finished;29/09/2009;6
1330;Finished;28/12/2009;32
1331;Finished;30/03/2010;29
1332;Finished;11/04/2011;38
1333;Finished;03/06/2009;23
1334;Returned;28/01/2010;47
1335;Finished;17/03/2011;2
1336;Finished;05/01/2012;10
1337;Finished;24/05/2009;34
1338;Finished;16/05/2010;7
1339;Finished;01/12/2009;29
1340;Finished;01/05/2011;20
1341;Finished;01/07/2011;38
1342;Returned;20/05/2012;21
1343;Finished;02/11/2009;16
1344;Finished;01/03/2009;37
1345;Finished;15/08/2012;38
1346;Finished;04/01/2009;17
1347;Finished;13/10/2009;12
1348;Finished;05/06/2010;46
1349;Finished;23/02/2012;31
1350;Finished;31/10/2012;13
1351;Finished;23/04/2009;50
1352;Finished;16/08/2009;1
1353;Returned;24/11/2009;48
1354;Finished;10/01/2010;21
1355;Finished;16/09/2009;10
1356;Returned;23/10/2010;47
1357;Finished;20/12/2009;23
1358;Returned;22/06/2011;29
1359;Finished;17/08/2010;26
1360;Finished;20/04/2010;44
1361;Finished;24/02/2010;18
1362;Finished;09/12/2011;37
1363;Finished;12/12/2010;48
1364;Finished;30/11/2009;3
1365;Returned;06/07/2011;12
1366;Finished;11/06/2012;46
1367;Finished;08/03/2010;2
1368;Finished;08/04/2009;34
1369;Finished;02/12/2012;22
1370;Finished;18/07/2011;39
1371;Finished;22/07/2009;32
1372;Returned;15/11/2009;12
1373;Finished;15/06/2012;35
1374;Finished;13/10/2010;22
1375;Finished;04/12/2009;3
1376;Finished;03/04/2012;18
1377;Finished;21/05/2009;36
1378;Finished;11/08/2010;7
1379;Finished;27/04/2012;47
1380;Finished;20/02/2010;36
1381;Finished;14/08/2009;24
1382;Finished;07/03/2010;8
1383;Finished;12/02/2009;22
1384;Finished;10/09/2011;5
1385;Finished;10/01/2009;24
1386;Finished;09/01/2011;39
1387;Finished;05/09/2012;40
1388;Finished;12/02/2009;15
1389;Finished;10/02/2010;10
1390;Finished;09/08/2011;3
1391;Finished;20/07/2010;15
1392;Finished;19/01/2011;9
1393;Finished;23/07/2011;50
1394;Finished;20/10/2009;44
1395;Finished;08/04/2011;31
1396;Finished;10/06/2011;39
1397;Finished;05/02/2012;22
1398;Finished;24/12/2010;28
1399;Finished;28/09/2009;42
1400;Finished;10/03/2012;46
1401;Finished;13/10/2009;31
1402;Finished;30/10/2012;28
1403;Finished;12/03/2012;32
1404;Finished;23/09/2012;4
1405;Finished;29/04/2011;48
1406;Finished;20/05/2011;37
1407;Finished;28/10/2011;39
1408;Finished;21/07/2012;5
1409;Returned;25/11/2009;49
1410;Finished;12/07/2012;45
1411;Finished;13/01/2010;26
1412;Finished;05/08/2010;40
1413;Finished;05/04/2012;43
1414;Finished;16/03/2012;13
1415;Finished;02/11/2009;43
1416;Finished;10/04/2011;45
1417;Finished;07/01/2009;30
1418;Finished;29/10/2012;50
1419;Returned;06/11/2009;27
1420;Returned;08/09/2012;12
1421;Finished;12/08/2009;1
1422;Returned;31/07/2009;31
1423;Finished;18/09/2009;27
1424;Finished;25/12/2012;16
1425;Finished;11/09/2012;34
1426;Finished;13/08/2010;33
1427;Finished;29/09/2009;5
1428;Finished;18/10/2012;18
1429;Returned;12/03/2011;26
1430;Finished;24/05/2011;42
1431;Finished;20/05/2009;25
1432;Returned;10/03/2011;23
1433;Finished;18/05/2009;47
1434;Finished;11/08/2009;4
1435;Finished;11/09/2010;38
1436;Finished;07/06/2012;38
1437;Finished;26/02/2011;17
1438;Finished;12/01/2012;27
1439;Finished;01/04/2012;6
1440;Returned;07/02/2011;37
1441;Finished;24/10/2011;30
1442;Finished;29/07/2010;32
1443;Returned;07/10/2011;41
1444;Finished;06/05/2012;37
1445;Finished;28/03/2012;26
1446;Finished;29/08/2012;3
1447;Finished;14/02/2011;27
1448;Finished;06/04/2010;33
1449;Returned;21/12/2011;29
1450;Finished;09/10/2009;10
1451;Finished;30/07/2011;39
1452;Finished;16/02/2011;45
1453;Finished;05/09/2012;30
1454;Returned;10/08/2012;26
1455;Finished;09/11/2012;7
1456;Finished;21/11/2009;5
1457;Finished;22/01/2010;12
1458;Finished;30/07/2010;2
1459;Finished;03/02/2010;41
1460;Returned;11/06/2011;22
1461;Finished;26/03/2012;7
1462;Finished;18/11/2012;45
1463;Finished;09/04/2010;8
1464;Finished;30/09/2010;3
1465;Finished;27/01/2011;48
1466;Finished;18/12/2011;20
1467;Returned;25/01/2011;18
1468;Finished;17/09/2010;35
1469;Finished;30/12/2012;37
1470;Finished;09/07/2012;27
1471;Finished;22/04/2011;18
1472;Finished;17/04/2012;37
1473;Finished;16/06/2011;44
1474;Finished;04/07/2011;18
1475;Finished;30/07/2009;7
1476;Finished;12/04/2011;40
1477;Finished;20/03/2012;33
1478;Finished;19/12/2012;31
1479;Finished;15/03/2009;13
1480;Finished;22/11/2010;25
1481;Finished;15/03/2010;11
1482;Finished;02/03/2010;20
1483;Finished;15/09/2011;20
1484;Finished;24/11/2010;7
1485;Finished;14/09/2010;16
1486;Finished;07/08/2011;48
1487;Finished;02/04/2011;14
1488;Finished;24/08/2009;35
1489;Finished;21/07/2010;24
1490;Finished;10/04/2009;29
1491;Returned;17/09/2009;35
1492;Finished;06/04/2012;29
1493;Finished;22/02/2010;49
1494;Finished;19/09/2012;30
1495;Finished;22/03/2010;43
1496;Finished;20/10/2010;43
1497;Finished;21/03/2010;15
1498;Finished;07/07/2012;30
1499;Finished;09/04/2011;21
1500;Finished;07/02/2011;42
1501;Finished;18/10/2010;31
1502;Finished;04/08/2010;20
1503;Finished;08/03/2012;17
1504;Finished;11/11/2012;17
1505;Finished;29/06/2009;34
1506;Finished;16/02/2009;37
1507;Finished;27/12/2010;34
1508;Finished;25/11/2010;37
1509;Finished;25/11/2009;7
1510;Finished;19/08/2012;46
1511;Finished;24/03/2009;42
1512;Finished;29/03/2012;50
1513;Finished;16/12/2011;49
1514;Finished;27/08/2010;39
1515;Finished;10/12/2011;32
1516;Returned;19/10/2012;28
1517;Finished;28/10/2011;19
1518;Finished;13/02/2012;15
1519;Finished;29/09/2010;25
1520;Returned;18/11/2010;33
1521;Finished;09/11/2009;4
1522;Finished;23/10/2009;12
1523;Finished;14/08/2010;13
1524;Returned;18/10/2011;14
1525;Returned;24/09/2012;34
1526;Finished;04/03/2011;50
1527;Returned;25/05/2010;30
1528;Finished;13/08/2010;45
1529;Finished;10/09/2010;6
1530;Finished;05/04/2009;26
1531;Finished;28/01/2012;41
1532;Finished;23/02/2009;17
1533;Returned;30/08/2011;28
1534;Finished;19/12/2010;26
1535;Finished;24/03/2010;32
1536;Finished;25/05/2012;45
1537;Returned;12/12/2009;28
1538;Finished;30/11/2010;24
1539;Finished;04/05/2011;21
1540;Finished;15/02/2010;8
1541;Finished;20/04/2011;23
1542;Finished;14/07/2010;48
1543;Finished;15/02/2012;13
1544;Finished;14/09/2009;26
1545;Finished;12/09/2009;33
1546;Finished;08/05/2012;19
1547;Finished;05/05/2009;47
1548;Returned;17/04/2011;47
1549;Finished;21/05/2009;44
1550;Finished;25/06/2010;38
1551;Finished;26/10/2012;16
1552;Finished;17/07/2010;29
1553;Finished;14/05/2012;32
1554;Finished;13/06/2009;29
1555;Returned;04/09/2012;38
1556;Finished;27/06/2010;14
1557;Finished;09/04/2009;43
1558;Finished;24/02/2011;46
1559;Finished;18/02/2011;28
1560;Finished;17/08/2009;47
1561;Returned;07/07/2012;35
1562;Finished;21/02/2010;29
1563;Finished;30/09/2010;9
1564;Finished;12/09/2009;4
1565;Finished;04/07/2009;39
1566;Finished;31/01/2012;21
1567;Finished;09/10/2011;21
1568;Finished;02/02/2012;36
1569;Finished;10/02/2009;22
1570;Finished;22/05/2011;22
1571;Finished;24/09/2009;45
1572;Finished;10/01/2011;36
1573;Finished;22/07/2010;18
1574;Finished;26/04/2012;40
1575;Finished;21/12/2010;15
1576;Finished;03/10/2011;48
1577;Finished;16/02/2010;27
1578;Finished;06/10/2012;50
1579;Returned;10/04/2009;16
1580;Finished;09/03/2010;3
1581;Finished;30/07/2009;35
1582;Finished;07/12/2011;24
1583;Finished;20/01/2009;27
1584;Finished;14/05/2010;39
1585;Finished;09/04/2012;27
1586;Finished;03/12/2010;32
1587;Finished;13/03/2011;6
1588;Finished;14/06/2010;18
1589;Finished;09/05/2010;19
1590;Finished;17/06/2010;25
1591;Finished;09/02/2010;4
1592;Finished;03/05/2011;16
1593;Finished;24/12/2012;32
1594;Finished;28/05/2012;6
1595;Finished;19/11/2010;13
1596;Finished;11/02/2009;17
1597;Finished;13/11/2012;43
1598;Finished;06/12/2009;44
1599;Finished;14/02/2011;1
1600;Finished;06/02/2011;32
1601;Finished;01/04/2010;34
1602;Finished;21/02/2012;7
1603;Finished;06/12/2009;43
1604;Finished;27/06/2012;8
1605;Finished;22/05/2009;22
1606;Finished;05/03/2010;32
1607;Finished;18/06/2009;31
1608;Finished;07/05/2012;10
1609;Finished;01/04/2012;35
1610;Finished;17/07/2011;6
1611;Finished;26/01/2012;30
1612;Finished;27/11/2010;35
1613;Finished;28/03/2009;16
1614;Returned;03/12/2012;4
1615;Finished;01/02/2010;4
1616;Returned;25/11/2009;4
1617;Finished;03/09/2012;31
1618;Finished;29/03/2009;29
1619;Finished;17/03/2010;29
1620;Finished;04/01/2009;3
1621;Returned;25/05/2011;48
1622;Finished;20/05/2011;34
1623;Returned;07/09/2011;48
1624;Returned;21/07/2009;12
1625;Finished;17/12/2011;27
1626;Finished;08/11/2012;28
1627;Finished;09/06/2010;26
1628;Returned;04/03/2012;34
1629;Finished;21/12/2012;13
1630;Finished;27/02/2009;39
1631;Finished;10/03/2010;19
1632;Finished;12/09/2010;8
1633;Finished;24/03/2010;38
1634;Finished;01/11/2011;39
1635;Finished;04/11/2010;23
1636;Finished;12/12/2009;36
1637;Finished;14/06/2011;9
1638;Finished;07/03/2012;11
1639;Finished;23/09/2011;37
1640;Finished;22/10/2010;9
1641;Finished;25/04/2012;5
1642;Finished;18/08/2009;34
1643;Finished;02/04/2009;40
1644;Returned;24/05/2012;6
1645;Finished;04/07/2009;23
1646;Finished;17/03/2011;12
1647;Finished;16/06/2012;10
1648;Finished;15/04/2012;32
1649;Returned;24/03/2011;5
1650;Returned;02/05/2012;48
1651;Finished;04/12/2011;34
1652;Returned;04/10/2010;24
1653;Finished;19/09/2009;43
1654;Returned;07/12/2009;44
1655;Returned;28/08/2011;32
1656;Finished;20/03/2012;40
1657;Finished;22/01/2010;1
1658;Finished;22/10/2012;9
1659;Returned;22/03/2009;32
1660;Returned;16/02/2009;28
1661;Finished;04/07/2009;21
1662;Finished;25/11/2011;23
1663;Finished;11/05/2010;34
1664;Finished;01/05/2010;29
1665;Returned;05/01/2009;43
1666;Finished;23/03/2009;25
1667;Finished;24/03/2009;6
1668;Finished;03/01/2010;37
1669;Finished;26/07/2009;16
1670;Finished;04/01/2011;26
1671;Finished;01/02/2012;48
1672;Finished;27/10/2010;14
1673;Finished;22/08/2011;50
1674;Finished;07/06/2010;3
1675;Finished;13/05/2012;27
1676;Finished;26/05/2012;32
1677;Finished;26/02/2012;38
1678;Finished;07/10/2011;21
1679;Finished;11/04/2012;25
1680;Finished;10/12/2012;12
1681;Finished;22/12/2009;42
1682;Returned;30/04/2012;11
1683;Returned;15/07/2011;6
1684;Returned;12/02/2009;1
1685;Finished;27/12/2012;13
1686;Finished;19/08/2011;24
1687;Finished;06/02/2011;39
1688;Returned;13/09/2012;41
1689;Finished;18/11/2010;30
1690;Finished;25/07/2010;4
1691;Returned;29/07/2012;2
1692;Finished;21/07/2009;50
1693;Finished;09/12/2010;15
1694;Finished;20/02/2011;3
1695;Returned;13/12/2009;22
1696;Finished;24/04/2012;27
1697;Finished;23/02/2012;39
1698;Finished;22/01/2012;2
1699;Finished;04/09/2011;18
1700;Finished;22/11/2011;45
1701;Finished;23/12/2009;2
1702;Finished;23/10/2011;44
1703;Finished;01/03/2009;10
1704;Finished;06/08/2012;16
1705;Finished;22/11/2009;48
1706;Returned;10/11/2011;35
1707;Finished;27/01/2009;38
1708;Finished;20/11/2010;44
1709;Returned;09/01/2012;39
1710;Finished;18/03/2009;19
1711;Finished;13/04/2011;19
1712;Finished;21/07/2012;31
1713;Finished;15/07/2012;31
1714;Finished;10/10/2009;19
1715;Finished;22/05/2012;9
1716;Finished;23/05/2009;4
1717;Finished;16/04/2009;6
1718;Finished;26/12/2009;27
1719;Finished;09/10/2010;1
1720;Finished;09/02/2010;15
1721;Finished;26/11/2011;13
1722;Finished;04/05/2011;34
1723;Finished;03/06/2010;15
1724;Finished;28/08/2009;41
1725;Finished;13/10/2009;37
1726;Finished;22/12/2009;43
1727;Finished;26/07/2012;16
1728;Finished;05/08/2009;44
1729;Finished;29/01/2011;12
1730;Finished;21/09/2010;41
1731;Finished;03/08/2010;16
1732;Finished;25/07/2012;10
1733;Finished;26/01/2010;9
1734;Finished;16/01/2012;43
1735;Finished;19/06/2011;34
1736;Finished;09/06/2010;17
1737;Finished;26/11/2011;28
1738;Finished;05/08/2012;18
1739;Finished;15/02/2011;29
1740;Finished;26/05/2011;31
1741;Finished;08/11/2009;2
1742;Finished;13/09/2012;49
1743;Finished;28/10/2009;14
1744;Finished;08/06/2012;10
1745;Finished;02/12/2010;23
1746;Finished;17/10/2012;49
1747;Finished;21/09/2012;12
1748;Finished;12/07/2011;32
1749;Finished;22/05/2011;39
1750;Finished;10/11/2011;21
1751;Finished;18/09/2009;28
1752;Finished;24/02/2009;46
1753;Finished;20/03/2009;11
1754;Finished;17/05/2012;22
1755;Returned;17/02/2010;31
1756;Finished;02/08/2009;42
1757;Finished;17/03/2009;25
1758;Returned;09/01/2009;47
1759;Finished;02/09/2012;34
1760;Finished;09/04/2009;31
1761;Finished;06/04/2009;39
1762;Finished;09/12/2009;41
1763;Finished;01/04/2009;23
1764;Finished;05/08/2010;44
1765;Finished;28/09/2010;44
1766;Finished;17/06/2010;25
1767;Returned;10/05/2010;50
1768;Returned;09/12/2012;4
1769;Finished;09/04/2012;49
1770;Finished;20/11/2009;7
1771;Finished;26/07/2009;50
1772;Finished;02/04/2009;17
1773;Returned;01/06/2011;11
1774;Returned;02/12/2009;25
1775;Finished;15/03/2011;36
1776;Returned;20/12/2011;27
1777;Finished;05/01/2012;50
1778;Finished;10/10/2010;13
1779;Finished;09/04/2012;8
1780;Finished;22/07/2012;45
1781;Finished;23/09/2009;39
1782;Finished;20/01/2010;24
1783;Finished;16/03/2012;32
1784;Finished;10/09/2011;2
1785;Finished;18/04/2010;10
1786;Finished;06/12/2012;38
1787;Finished;24/01/2009;23
1788;Returned;07/03/2010;43
1789;Finished;27/02/2010;24
1790;Returned;16/08/2010;5
1791;Finished;20/12/2009;39
1792;Finished;05/12/2009;2
1793;Finished;27/06/2010;22
1794;Finished;13/05/2009;7
1795;Returned;25/02/2011;30
1796;Finished;05/06/2011;46
1797;Finished;13/03/2010;34
1798;Finished;19/09/2009;35
1799;Finished;25/02/2010;14
1800;Finished;20/03/2011;19
1801;Finished;10/11/2012;27
1802;Finished;29/11/2010;14
1803;Finished;14/07/2011;9
1804;Finished;12/05/2012;14
1805;Finished;28/12/2009;6
1806;Finished;15/03/2009;2
1807;Finished;01/03/2011;2
