purchased_id;payment_method;shipping_type;promo_code ;Frequency of Purchases;purchase_amount;customer_id;brand_id
2104;Cash;Store Pickup;Yes;Bi Weekly;68;1004;1103
2105;Cash;Two Day;Yes;Annually;79;1005;1104
2106;Credit Card;Store Pickup;Yes;Bi Weekly;94;1006;1105
2107;Credit Card;Next Day;Yes;Quarterly;83;1007;1106
2108;Venmo;Standard;Yes;Annually;62;1008;1107
2109;Cash;Store Pickup;Yes;Annually;85;1009;1108
2110;Bank Transfer;Express;Yes;Annually;30;1010;1109
2111;PayPal;Two Day;Yes;Fortnightly;24;1011;1110
2112;PayPal;Next Day;Yes;Fortnightly;25;1012;1111
2113;Cash;Express;Yes;Annually;37;1013;1112
2114;Bank Transfer;Two Day;Yes;Bi Weekly;69;1014;1113
2115;Bank Transfer;Standard;Yes;Fortnightly;97;1015;1114
2116;Debit Card;Standard;Yes;Weekly;24;1016;1115
2117;Cash;Express;Yes;Every Three Months;30;1017;1116
2118;Cash;Express;Yes;Annually;53;1018;1117
2119;Credit Card;Next Day;Yes;Weekly;70;1019;1118
2120;Debit Card;Standard;Yes;Bi Weekly;76;1020;1119
2121;Bank Transfer;Express;Yes;Annually;95;1021;1120
2122;Credit Card;Two Day;Yes;Weekly;51;1022;1121
2123;Cash;Store Pickup;Yes;Annually;41;1023;1122
2124;Bank Transfer;Free Shipping;Yes;Every Three Months;71;1024;1123
2125;Debit Card;Free Shipping;Yes;Quarterly;66;1025;1124
2126;Bank Transfer;Free Shipping;Yes;Annually;84;1026;1125
2127;Venmo;Express;Yes;Bi Weekly;95;1027;1126
2128;Cash;Next Day;Yes;Monthly;90;1028;1127
2129;Venmo;Standard;Yes;Fortnightly;36;1029;1128
2130;Credit Card;Two Day;Yes;Bi Weekly;22;1030;1129
2131;Credit Card;Next Day;Yes;Quarterly;89;1031;1130
2132;Cash;Free Shipping;Yes;Quarterly;50;1032;1131
2133;Bank Transfer;Free Shipping;Yes;Quarterly;36;1033;1132
2134;Credit Card;Free Shipping;Yes;Quarterly;52;1034;1133
2135;Venmo;Next Day;Yes;Weekly;29;1035;1134
2136;Venmo;Express;Yes;Annually;89;1036;1135
2137;Credit Card;Two Day;Yes;Monthly;47;1037;1136
2138;Bank Transfer;Standard;Yes;Quarterly;25;1038;1137
2139;Bank Transfer;Express;Yes;Weekly;74;1039;1138
2140;PayPal;Standard;Yes;Monthly;46;1040;1139
2141;Venmo;Next Day;Yes;Fortnightly;22;1041;1140
2142;Venmo;Next Day;Yes;Fortnightly;25;1042;1141
2143;Venmo;Next Day;Yes;Weekly;80;1043;1142
2144;Bank Transfer;Two Day;Yes;Fortnightly;76;1044;1143
2145;Credit Card;Next Day;Yes;Every Three Months;30;1045;1144
2146;Cash;Two Day;Yes;Bi Weekly;79;1046;1145
2147;Credit Card;Standard;Yes;Annually;22;1047;1146
2148;Debit Card;Standard;Yes;Fortnightly;36;1048;1147
2149;Cash;Standard;Yes;Fortnightly;77;1049;1148
2150;Credit Card;Store Pickup;Yes;Quarterly;33;1050;1149
2151;Credit Card;Next Day;Yes;Monthly;64;1051;1150
2152;PayPal;Free Shipping;Yes;Annually;53;1052;1151
2153;Venmo;Two Day;Yes;Fortnightly;36;1053;1152
2154;Cash;Two Day;Yes;Bi Weekly;70;1054;1153
2155;Debit Card;Express;Yes;Quarterly;96;1055;1154
2156;PayPal;Next Day;Yes;Annually;27;1056;1155
2157;Debit Card;Two Day;Yes;Fortnightly;64;1057;1156
2158;Bank Transfer;Two Day;Yes;Weekly;23;1058;1157
2159;Credit Card;Next Day;Yes;Every Three Months;33;1059;1158
2160;Venmo;Standard;Yes;Monthly;34;1060;1159
2161;PayPal;Next Day;Yes;Every Three Months;35;1061;1160
2162;Debit Card;Free Shipping;Yes;Every Three Months;62;1062;1161
2163;Venmo;Next Day;Yes;Every Three Months;75;1063;1162
2164;Bank Transfer;Free Shipping;Yes;Monthly;29;1064;1163
2165;Debit Card;Express;Yes;Every Three Months;28;1065;1164
2166;Cash;Store Pickup;Yes;Every Three Months;20;1066;1165
2167;Credit Card;Store Pickup;Yes;Bi Weekly;96;1067;1166
2168;Venmo;Two Day;Yes;Quarterly;43;1068;1167
2169;Bank Transfer;Standard;Yes;Weekly;94;1069;1168
2170;Credit Card;Next Day;Yes;Every Three Months;81;1070;1169
2171;Venmo;Free Shipping;Yes;Weekly;75;1071;1170
2172;Cash;Express;Yes;Monthly;81;1072;1171
2173;Bank Transfer;Express;Yes;Fortnightly;92;1073;1172
2174;Cash;Store Pickup;Yes;Monthly;96;1074;1173
2175;PayPal;Standard;Yes;Fortnightly;71;1075;1174
2176;Debit Card;Next Day;Yes;Bi Weekly;50;1076;1175
2177;Bank Transfer;Standard;Yes;Bi Weekly;72;1077;1176
2178;Cash;Standard;Yes;Quarterly;28;1078;1177
2179;Cash;Express;Yes;Fortnightly;59;1079;1178
2180;Bank Transfer;Free Shipping;Yes;Monthly;33;1080;1179
2181;Bank Transfer;Express;Yes;Every Three Months;59;1081;1180
2182;Cash;Standard;Yes;Annually;30;1082;1181
2183;PayPal;Next Day;Yes;Quarterly;85;1083;1182
2184;Credit Card;Store Pickup;Yes;Weekly;97;1084;1183
2185;Credit Card;Next Day;Yes;Quarterly;36;1085;1184
2186;PayPal;Store Pickup;Yes;Fortnightly;85;1086;1185
2187;PayPal;Free Shipping;Yes;Bi Weekly;62;1087;1186
2188;PayPal;Next Day;Yes;Monthly;71;1088;1187
2189;Bank Transfer;Free Shipping;Yes;Weekly;21;1089;1188
2190;Debit Card;Next Day;Yes;Bi Weekly;61;1090;1189
2191;Bank Transfer;Store Pickup;Yes;Fortnightly;58;1091;1190
2192;Cash;Store Pickup;Yes;Fortnightly;80;1092;1191
2193;Credit Card;Two Day;Yes;Quarterly;50;1093;1192
2194;PayPal;Two Day;Yes;Every Three Months;48;1094;1193
2195;Credit Card;Next Day;Yes;Quarterly;40;1095;1194
2196;Debit Card;Free Shipping;Yes;Quarterly;34;1096;1195
2197;Credit Card;Standard;Yes;Annually;46;1097;1196
2198;Venmo;Store Pickup;Yes;Weekly;27;1098;1197
2199;PayPal;Next Day;Yes;Weekly;98;1099;1198
2200;Cash;Next Day;Yes;Fortnightly;73;1100;1199
2201;Debit Card;Express;Yes;Weekly;28;1101;1200
2202;Cash;Free Shipping;Yes;Fortnightly;76;1102;1201
2203;Credit Card;Express;Yes;Fortnightly;83;1103;1202
2204;Debit Card;Free Shipping;Yes;Bi Weekly;23;1104;1203
2205;Bank Transfer;Express;Yes;Quarterly;28;1105;1204
2206;Credit Card;Next Day;Yes;Every Three Months;83;1106;1205
2207;Credit Card;Store Pickup;Yes;Fortnightly;96;1107;1206
2208;Venmo;Store Pickup;Yes;Weekly;62;1108;1207
2209;Venmo;Standard;Yes;Fortnightly;25;1109;1208
2210;Debit Card;Next Day;Yes;Weekly;97;1110;1209
2211;Debit Card;Standard;Yes;Bi Weekly;61;1111;1210
2212;Bank Transfer;Next Day;Yes;Bi Weekly;66;1112;1211
2213;Credit Card;Free Shipping;Yes;Quarterly;67;1113;1212
2214;Cash;Next Day;Yes;Bi Weekly;80;1114;1213
2215;Cash;Next Day;Yes;Every Three Months;25;1115;1214
2216;Bank Transfer;Two Day;Yes;Weekly;58;1116;1215
2217;Venmo;Express;Yes;Fortnightly;96;1117;1216
2218;PayPal;Store Pickup;Yes;Monthly;77;1118;1217
2219;Debit Card;Standard;Yes;Every Three Months;65;1119;1218
2220;Venmo;Standard;Yes;Weekly;36;1120;1219
2221;Venmo;Next Day;Yes;Monthly;84;1121;1220
2222;Cash;Express;Yes;Quarterly;58;1122;1221
2223;PayPal;Two Day;Yes;Annually;62;1123;1222
2224;Debit Card;Store Pickup;Yes;Monthly;67;1124;1223
2225;Debit Card;Express;Yes;Quarterly;20;1125;1224
2226;Debit Card;Two Day;Yes;Weekly;90;1126;1225
2227;Venmo;Standard;Yes;Fortnightly;58;1127;1226
2228;Venmo;Store Pickup;Yes;Monthly;53;1128;1227
2229;PayPal;Next Day;Yes;Monthly;30;1129;1228
2230;Credit Card;Express;Yes;Fortnightly;65;1130;1229
2231;Cash;Standard;Yes;Bi Weekly;41;1131;1230
2232;Credit Card;Express;Yes;Monthly;73;1132;1231
2233;PayPal;Store Pickup;Yes;Fortnightly;98;1133;1232
2234;PayPal;Two Day;Yes;Weekly;36;1134;1233
2235;Bank Transfer;Express;Yes;Every Three Months;81;1135;1234
2236;PayPal;Two Day;Yes;Quarterly;90;1136;1235
2237;Debit Card;Free Shipping;Yes;Monthly;83;1137;1236
2238;Credit Card;Two Day;Yes;Every Three Months;91;1138;1237
2239;Venmo;Express;Yes;Fortnightly;36;1139;1238
2240;PayPal;Standard;Yes;Bi Weekly;53;1140;1239
2241;Cash;Store Pickup;Yes;Every Three Months;39;1141;1240
2242;Debit Card;Next Day;Yes;Fortnightly;33;1142;1241
2243;Cash;Store Pickup;Yes;Bi Weekly;76;1143;1242
2244;Cash;Standard;Yes;Quarterly;23;1144;1243
2245;PayPal;Two Day;Yes;Fortnightly;54;1145;1244
2246;Venmo;Express;Yes;Every Three Months;89;1146;1245
2247;Debit Card;Standard;Yes;Every Three Months;38;1147;1246
2248;PayPal;Next Day;Yes;Annually;36;1148;1247
2249;Bank Transfer;Store Pickup;Yes;Fortnightly;66;1149;1248
2250;Cash;Store Pickup;Yes;Annually;42;1150;1249
2251;Debit Card;Next Day;Yes;Bi Weekly;36;1151;1250
2252;Bank Transfer;Express;Yes;Weekly;86;1152;1251
2253;Cash;Standard;Yes;Every Three Months;49;1153;1252
2254;PayPal;Free Shipping;Yes;Quarterly;41;1154;1253
2255;Venmo;Two Day;Yes;Bi Weekly;82;1155;1254
2256;Debit Card;Express;Yes;Quarterly;53;1156;1255
2257;PayPal;Express;Yes;Every Three Months;21;1157;1256
2258;Credit Card;Standard;Yes;Quarterly;66;1158;1257
2259;Venmo;Two Day;Yes;Annually;89;1159;1258
2260;Debit Card;Two Day;Yes;Every Three Months;55;1160;1259
2261;Cash;Next Day;Yes;Bi Weekly;42;1161;1260
2262;Bank Transfer;Two Day;Yes;Monthly;52;1162;1261
2263;Venmo;Express;Yes;Weekly;92;1163;1262
2264;Credit Card;Two Day;Yes;Monthly;56;1164;1263
2265;Credit Card;Standard;Yes;Quarterly;96;1165;1264
2266;Cash;Next Day;Yes;Every Three Months;64;1166;1265
2267;Cash;Store Pickup;Yes;Fortnightly;48;1167;1266
2268;PayPal;Free Shipping;Yes;Quarterly;83;1168;1267
2269;PayPal;Standard;Yes;Fortnightly;91;1169;1268
2270;Venmo;Two Day;Yes;Annually;94;1170;1269
2271;Bank Transfer;Express;Yes;Bi Weekly;62;1171;1270
2272;Bank Transfer;Next Day;Yes;Annually;55;1172;1271
2273;Credit Card;Store Pickup;Yes;Bi Weekly;68;1173;1272
2274;Credit Card;Express;Yes;Bi Weekly;76;1174;1273
2275;Cash;Express;Yes;Bi Weekly;31;1175;1274
2276;Credit Card;Store Pickup;Yes;Quarterly;81;1176;1275
2277;Credit Card;Free Shipping;Yes;Quarterly;83;1177;1276
2278;Cash;Standard;Yes;Monthly;21;1178;1277
2279;Credit Card;Express;Yes;Annually;22;1179;1278
2280;Debit Card;Free Shipping;Yes;Annually;33;1180;1279
2281;Cash;Standard;Yes;Monthly;23;1181;1280
2282;Cash;Free Shipping;Yes;Quarterly;96;1182;1281
2283;Debit Card;Express;Yes;Quarterly;21;1183;1282
2284;PayPal;Two Day;Yes;Weekly;39;1184;1283
2285;Bank Transfer;Express;Yes;Annually;73;1185;1284
2286;Debit Card;Standard;Yes;Monthly;64;1186;1285
2287;Cash;Two Day;Yes;Annually;68;1187;1286
2288;Cash;Express;Yes;Every Three Months;89;1188;1287
2289;Credit Card;Next Day;Yes;Weekly;29;1189;1288
2290;Venmo;Free Shipping;Yes;Annually;97;1190;1289
2291;Bank Transfer;Next Day;Yes;Weekly;45;1191;1290
2292;Debit Card;Free Shipping;Yes;Quarterly;70;1192;1291
2293;PayPal;Two Day;Yes;Quarterly;56;1193;1292
2294;Venmo;Two Day;Yes;Fortnightly;55;1194;1293
2295;Debit Card;Two Day;Yes;Fortnightly;46;1195;1294
2296;Cash;Two Day;Yes;Monthly;95;1196;1295
2297;PayPal;Two Day;Yes;Bi Weekly;88;1197;1296
2298;Debit Card;Standard;Yes;Annually;92;1198;1297
2299;Bank Transfer;Two Day;Yes;Annually;49;1199;1298
2300;Credit Card;Free Shipping;Yes;Weekly;89;1200;1299
2301;Bank Transfer;Store Pickup;Yes;Weekly;22;1201;1300
2302;Cash;Two Day;Yes;Fortnightly;61;1202;1301
2303;Bank Transfer;Standard;Yes;Every Three Months;29;1203;1302
2304;Bank Transfer;Free Shipping;Yes;Annually;82;1204;1303
2305;Bank Transfer;Two Day;Yes;Every Three Months;94;1205;1304
2306;Credit Card;Standard;Yes;Fortnightly;99;1206;1305
2307;Cash;Free Shipping;Yes;Every Three Months;59;1207;1306
2308;Venmo;Next Day;Yes;Every Three Months;90;1208;1307
2309;Cash;Two Day;Yes;Annually;100;1209;1308
2310;PayPal;Next Day;Yes;Monthly;62;1210;1309
2311;PayPal;Next Day;Yes;Quarterly;78;1211;1310
2312;Venmo;Store Pickup;Yes;Every Three Months;94;1212;1311
2313;Venmo;Free Shipping;Yes;Weekly;74;1213;1312
2314;Cash;Express;Yes;Every Three Months;52;1214;1313
2315;Cash;Free Shipping;Yes;Every Three Months;81;1215;1314
2316;Cash;Two Day;Yes;Every Three Months;20;1216;1315
2317;PayPal;Free Shipping;Yes;Every Three Months;32;1217;1316
2318;Debit Card;Free Shipping;Yes;Every Three Months;63;1218;1317
2319;Venmo;Store Pickup;Yes;Every Three Months;79;1219;1318
2320;Bank Transfer;Next Day;Yes;Bi Weekly;23;1220;1319
2321;Bank Transfer;Express;Yes;Quarterly;64;1221;1320
2322;Bank Transfer;Standard;Yes;Quarterly;69;1222;1321
2323;Bank Transfer;Store Pickup;Yes;Annually;69;1223;1322
2324;Credit Card;Free Shipping;Yes;Weekly;24;1224;1323
2325;Bank Transfer;Store Pickup;Yes;Weekly;50;1225;1324
2326;Credit Card;Free Shipping;Yes;Weekly;97;1226;1325
2327;PayPal;Store Pickup;Yes;Bi Weekly;91;1227;1326
2328;Venmo;Store Pickup;Yes;Bi Weekly;37;1228;1327
2329;Venmo;Express;Yes;Annually;55;1229;1328
2330;Venmo;Express;Yes;Annually;52;1230;1329
2331;Debit Card;Standard;Yes;Monthly;80;1231;1330
2332;Credit Card;Two Day;Yes;Fortnightly;79;1232;1331
2333;Cash;Free Shipping;Yes;Every Three Months;23;1233;1332
2334;Cash;Next Day;Yes;Every Three Months;73;1234;1333
2335;Cash;Store Pickup;Yes;Bi Weekly;99;1235;1334
2336;Bank Transfer;Store Pickup;Yes;Every Three Months;22;1236;1335
2337;PayPal;Store Pickup;Yes;Every Three Months;68;1237;1336
2338;Credit Card;Two Day;Yes;Quarterly;92;1238;1337
2339;PayPal;Express;Yes;Fortnightly;77;1239;1338
2340;PayPal;Standard;Yes;Every Three Months;37;1240;1339
2341;Debit Card;Store Pickup;Yes;Annually;79;1241;1340
2342;Cash;Express;Yes;Weekly;51;1242;1341
2343;Bank Transfer;Next Day;Yes;Quarterly;27;1243;1342
2344;PayPal;Store Pickup;Yes;Annually;23;1244;1343
2345;Cash;Two Day;Yes;Monthly;76;1245;1344
2346;Bank Transfer;Standard;Yes;Weekly;31;1246;1345
2347;Credit Card;Standard;Yes;Monthly;60;1247;1346
2348;Bank Transfer;Express;Yes;Bi Weekly;99;1248;1347
2349;Credit Card;Free Shipping;Yes;Annually;37;1249;1348
2350;PayPal;Express;Yes;Fortnightly;50;1250;1349
2351;Cash;Free Shipping;Yes;Monthly;26;1251;1350
2352;Debit Card;Next Day;Yes;Monthly;86;1252;1351
2353;Venmo;Standard;Yes;Quarterly;41;1253;1352
2354;Venmo;Express;Yes;Annually;23;1254;1353
2355;Cash;Two Day;Yes;Bi Weekly;56;1255;1354
2356;Credit Card;Standard;Yes;Fortnightly;68;1256;1355
2357;Cash;Express;Yes;Fortnightly;48;1257;1356
2358;Cash;Free Shipping;Yes;Every Three Months;67;1258;1357
2359;Debit Card;Two Day;Yes;Every Three Months;87;1259;1358
2360;Bank Transfer;Standard;Yes;Monthly;64;1260;1359
2361;Venmo;Store Pickup;Yes;Quarterly;93;1261;1360
2362;Venmo;Next Day;Yes;Fortnightly;29;1262;1361
2363;Debit Card;Store Pickup;Yes;Monthly;62;1263;1362
2364;Bank Transfer;Two Day;Yes;Bi Weekly;70;1264;1363
2365;Venmo;Next Day;Yes;Bi Weekly;92;1265;1364
2366;Bank Transfer;Next Day;Yes;Weekly;79;1266;1365
2367;Cash;Standard;Yes;Every Three Months;31;1267;1366
2368;Credit Card;Standard;Yes;Weekly;83;1268;1367
2369;Venmo;Next Day;Yes;Bi Weekly;88;1269;1368
2370;PayPal;Standard;Yes;Quarterly;53;1270;1369
2371;Cash;Standard;Yes;Annually;98;1271;1370
2372;Cash;Store Pickup;Yes;Annually;57;1272;1371
2373;Debit Card;Express;Yes;Monthly;80;1273;1372
2374;Cash;Next Day;Yes;Every Three Months;29;1274;1373
2375;Cash;Two Day;Yes;Quarterly;73;1275;1374
2376;PayPal;Standard;Yes;Monthly;32;1276;1375
2377;PayPal;Next Day;Yes;Weekly;68;1277;1376
2378;Debit Card;Express;Yes;Quarterly;97;1278;1377
2379;Credit Card;Next Day;Yes;Fortnightly;98;1279;1378
2380;PayPal;Express;Yes;Annually;56;1280;1379
2381;PayPal;Two Day;Yes;Every Three Months;78;1281;1380
2382;Cash;Store Pickup;Yes;Bi Weekly;81;1282;1381
2383;Debit Card;Free Shipping;Yes;Monthly;68;1283;1382
2384;Credit Card;Two Day;Yes;Every Three Months;94;1284;1383
2385;Bank Transfer;Express;Yes;Fortnightly;93;1285;1384
2386;Venmo;Next Day;Yes;Fortnightly;99;1286;1385
2387;Bank Transfer;Next Day;Yes;Fortnightly;49;1287;1386
2388;Venmo;Standard;Yes;Monthly;28;1288;1387
2389;Venmo;Standard;Yes;Bi Weekly;93;1289;1388
2390;Debit Card;Next Day;Yes;Weekly;24;1290;1389
2391;Cash;Free Shipping;Yes;Annually;35;1291;1390
2392;Venmo;Two Day;Yes;Fortnightly;68;1292;1391
2393;Debit Card;Free Shipping;Yes;Annually;61;1293;1392
2394;Bank Transfer;Standard;Yes;Annually;74;1294;1393
2395;Credit Card;Standard;Yes;Every Three Months;64;1295;1394
2396;PayPal;Standard;Yes;Weekly;60;1296;1395
2397;PayPal;Express;Yes;Bi Weekly;29;1297;1396
2398;Debit Card;Standard;Yes;Annually;85;1298;1397
2399;Cash;Free Shipping;Yes;Fortnightly;81;1299;1398
2400;Bank Transfer;Two Day;Yes;Bi Weekly;23;1300;1399
2401;Cash;Next Day;Yes;Every Three Months;100;1301;1400
2402;Venmo;Express;Yes;Weekly;54;1302;1401
2403;Bank Transfer;Next Day;Yes;Monthly;25;1303;1402
2404;Venmo;Next Day;Yes;Annually;32;1304;1403
2405;Bank Transfer;Two Day;Yes;Every Three Months;63;1305;1404
2406;Venmo;Express;Yes;Every Three Months;56;1306;1405
2407;Cash;Next Day;Yes;Annually;33;1307;1406
2408;PayPal;Express;Yes;Annually;32;1308;1407
2409;Credit Card;Next Day;Yes;Every Three Months;38;1309;1408
2410;Bank Transfer;Store Pickup;Yes;Quarterly;21;1310;1409
2411;Credit Card;Store Pickup;Yes;Every Three Months;59;1311;1410
2412;Credit Card;Express;Yes;Annually;87;1312;1411
2413;Venmo;Store Pickup;Yes;Monthly;79;1313;1412
2414;Cash;Free Shipping;Yes;Bi Weekly;28;1314;1413
2415;Venmo;Free Shipping;Yes;Annually;67;1315;1414
2416;PayPal;Two Day;Yes;Quarterly;75;1316;1415
2417;PayPal;Standard;Yes;Bi Weekly;32;1317;1416
2418;Credit Card;Free Shipping;Yes;Monthly;43;1318;1417
2419;Venmo;Express;Yes;Bi Weekly;93;1319;1418
2420;Credit Card;Standard;Yes;Weekly;24;1320;1419
2421;PayPal;Free Shipping;Yes;Annually;31;1321;1420
2422;Credit Card;Express;Yes;Every Three Months;84;1322;1421
2423;Credit Card;Next Day;Yes;Quarterly;74;1323;1422
2424;Cash;Standard;Yes;Every Three Months;62;1324;1423
2425;Credit Card;Free Shipping;Yes;Fortnightly;77;1325;1424
2426;Venmo;Express;Yes;Monthly;73;1326;1425
2427;Bank Transfer;Free Shipping;Yes;Monthly;50;1327;1426
2428;Credit Card;Standard;Yes;Weekly;40;1328;1427
2429;Debit Card;Standard;Yes;Weekly;97;1329;1428
2430;PayPal;Express;Yes;Every Three Months;63;1330;1429
2431;Credit Card;Standard;Yes;Bi Weekly;65;1331;1430
2432;Credit Card;Standard;Yes;Bi Weekly;91;1332;1431
2433;Bank Transfer;Store Pickup;Yes;Quarterly;60;1333;1432
2434;Cash;Next Day;Yes;Quarterly;69;1334;1433
2435;Debit Card;Store Pickup;Yes;Monthly;52;1335;1434
2436;Credit Card;Two Day;Yes;Weekly;49;1336;1435
2437;PayPal;Store Pickup;Yes;Fortnightly;85;1337;1436
2438;Venmo;Express;Yes;Bi Weekly;86;1338;1437
2439;Bank Transfer;Standard;Yes;Fortnightly;51;1339;1438
2440;PayPal;Next Day;Yes;Every Three Months;56;1340;1439
2441;Credit Card;Next Day;Yes;Every Three Months;72;1341;1440
2442;Debit Card;Standard;Yes;Quarterly;27;1342;1441
2443;Cash;Two Day;Yes;Monthly;43;1343;1442
2444;Venmo;Standard;Yes;Monthly;56;1344;1443
2445;Credit Card;Next Day;Yes;Annually;37;1345;1444
2446;Credit Card;Standard;Yes;Weekly;21;1346;1445
2447;Credit Card;Free Shipping;Yes;Bi Weekly;91;1347;1446
2448;Venmo;Two Day;Yes;Monthly;95;1348;1447
2449;PayPal;Standard;Yes;Fortnightly;54;1349;1448
2450;Bank Transfer;Next Day;Yes;Bi Weekly;36;1350;1449
2451;Cash;Next Day;Yes;Every Three Months;71;1351;1450
2452;Credit Card;Two Day;Yes;Quarterly;31;1352;1451
2453;Bank Transfer;Next Day;Yes;Bi Weekly;89;1353;1452
2454;Bank Transfer;Next Day;Yes;Every Three Months;83;1354;1453
2455;Debit Card;Two Day;Yes;Quarterly;42;1355;1454
2456;Venmo;Two Day;Yes;Bi Weekly;91;1356;1455
2457;Debit Card;Free Shipping;Yes;Annually;61;1357;1456
2458;Venmo;Next Day;Yes;Quarterly;66;1358;1457
2459;Debit Card;Store Pickup;Yes;Every Three Months;22;1359;1458
2460;Debit Card;Store Pickup;Yes;Fortnightly;68;1360;1459
2461;Bank Transfer;Express;Yes;Annually;43;1361;1460
2462;Cash;Next Day;Yes;Monthly;32;1362;1461
2463;Cash;Express;Yes;Weekly;46;1363;1462
2464;Bank Transfer;Express;Yes;Quarterly;90;1364;1463
2465;Cash;Express;Yes;Every Three Months;75;1365;1464
2466;PayPal;Store Pickup;Yes;Fortnightly;69;1366;1465
2467;Debit Card;Free Shipping;Yes;Fortnightly;40;1367;1466
2468;Venmo;Express;Yes;Quarterly;63;1368;1467
2469;Venmo;Express;Yes;Weekly;36;1369;1468
2470;Cash;Standard;Yes;Fortnightly;75;1370;1469
2471;PayPal;Two Day;Yes;Every Three Months;67;1371;1470
2472;PayPal;Store Pickup;Yes;Monthly;64;1372;1471
2473;Credit Card;Two Day;Yes;Bi Weekly;61;1373;1472
2474;Credit Card;Store Pickup;Yes;Quarterly;40;1374;1473
2475;Debit Card;Free Shipping;Yes;Quarterly;97;1375;1474
2476;Venmo;Two Day;Yes;Annually;31;1376;1475
2477;Cash;Free Shipping;Yes;Annually;65;1377;1476
2478;Credit Card;Next Day;Yes;Monthly;54;1378;1477
2479;PayPal;Free Shipping;Yes;Weekly;49;1379;1478
2480;Venmo;Two Day;Yes;Bi Weekly;64;1380;1479
2481;Bank Transfer;Standard;Yes;Fortnightly;35;1381;1480
2482;Cash;Standard;Yes;Quarterly;86;1382;1481
2483;Venmo;Express;Yes;Quarterly;55;1383;1482
2484;Bank Transfer;Express;Yes;Monthly;58;1384;1483
2485;Cash;Standard;Yes;Weekly;96;1385;1484
2486;Debit Card;Store Pickup;Yes;Bi Weekly;64;1386;1485
2487;Bank Transfer;Next Day;Yes;Quarterly;56;1387;1486
2488;Credit Card;Standard;Yes;Monthly;85;1388;1487
2489;Cash;Express;Yes;Quarterly;23;1389;1488
2490;Debit Card;Store Pickup;Yes;Fortnightly;72;1390;1489
2491;Venmo;Standard;Yes;Weekly;38;1391;1490
2492;Bank Transfer;Express;Yes;Annually;29;1392;1491
2493;Debit Card;Express;Yes;Every Three Months;46;1393;1492
2494;Bank Transfer;Express;Yes;Fortnightly;58;1394;1493
2495;PayPal;Next Day;Yes;Weekly;43;1395;1494
2496;Cash;Next Day;Yes;Bi Weekly;32;1396;1495
2497;Cash;Next Day;Yes;Monthly;30;1397;1496
2498;Cash;Store Pickup;Yes;Annually;67;1398;1497
2499;Bank Transfer;Free Shipping;Yes;Weekly;45;1399;1498
2500;Bank Transfer;Store Pickup;Yes;Annually;81;1400;1499
2501;Venmo;Next Day;Yes;Every Three Months;23;1401;1500
2502;Cash;Two Day;Yes;Weekly;59;1402;1501
2503;Bank Transfer;Express;Yes;Monthly;21;1403;1502
2504;Bank Transfer;Store Pickup;Yes;Bi Weekly;20;1404;1503
2505;Venmo;Next Day;Yes;Weekly;28;1405;1504
2506;Cash;Store Pickup;Yes;Monthly;100;1406;1505
2507;Venmo;Express;Yes;Monthly;46;1407;1506
2508;Cash;Express;Yes;Annually;61;1408;1507
2509;Debit Card;Free Shipping;Yes;Weekly;58;1409;1508
2510;Credit Card;Standard;Yes;Fortnightly;50;1410;1509
2511;Venmo;Store Pickup;Yes;Annually;93;1411;1510
2512;PayPal;Store Pickup;Yes;Quarterly;24;1412;1511
2513;Debit Card;Two Day;Yes;Annually;100;1413;1512
2514;Venmo;Store Pickup;Yes;Quarterly;79;1414;1513
2515;Debit Card;Store Pickup;Yes;Bi Weekly;51;1415;1514
2516;Bank Transfer;Free Shipping;Yes;Every Three Months;90;1416;1515
2517;PayPal;Free Shipping;Yes;Quarterly;56;1417;1516
2518;Cash;Standard;Yes;Fortnightly;25;1418;1517
2519;Bank Transfer;Two Day;Yes;Every Three Months;75;1419;1518
2520;Debit Card;Free Shipping;Yes;Quarterly;75;1420;1519
2521;Cash;Store Pickup;Yes;Every Three Months;53;1421;1520
2522;Credit Card;Standard;Yes;Fortnightly;100;1422;1521
2523;PayPal;Free Shipping;Yes;Bi Weekly;27;1423;1522
2524;PayPal;Free Shipping;Yes;Every Three Months;60;1424;1523
2525;Cash;Standard;Yes;Every Three Months;23;1425;1524
2526;Debit Card;Next Day;Yes;Annually;40;1426;1525
2527;Credit Card;Free Shipping;Yes;Every Three Months;38;1427;1526
2528;PayPal;Store Pickup;Yes;Annually;90;1428;1527
2529;Debit Card;Express;Yes;Quarterly;97;1429;1528
2530;Venmo;Standard;Yes;Every Three Months;38;1430;1529
2531;PayPal;Free Shipping;Yes;Fortnightly;30;1431;1530
2532;Bank Transfer;Express;Yes;Quarterly;88;1432;1531
2533;Cash;Express;Yes;Quarterly;33;1433;1532
2534;Venmo;Next Day;Yes;Weekly;60;1434;1533
2535;PayPal;Free Shipping;Yes;Bi Weekly;64;1435;1534
2536;Debit Card;Standard;Yes;Weekly;95;1436;1535
2537;Venmo;Free Shipping;Yes;Fortnightly;83;1437;1536
2538;Debit Card;Free Shipping;Yes;Annually;97;1438;1537
2539;Cash;Standard;Yes;Monthly;38;1439;1538
2540;Credit Card;Next Day;Yes;Fortnightly;48;1440;1539
2541;Bank Transfer;Standard;Yes;Monthly;76;1441;1540
2542;Debit Card;Free Shipping;Yes;Every Three Months;25;1442;1541
